case_id,score_batch,score_live,feature_visit_null,threshold_used,scored_ts
C000002646,0.4024,0.4024,False,0.62,2026-06-08
C000002647,0.5486,0.5486,False,0.62,2025-10-28
C000002648,0.2926,0.3392,True,0.62,2026-05-14
C000002649,0.4704,0.4704,False,0.62,2025-09-14
C000002650,0.6334,0.6334,False,0.62,2025-12-23
C000002651,0.6548,0.6548,False,0.62,2025-08-31
C000002652,0.2949,0.2949,False,0.62,2025-09-22
C000002653,0.565,0.565,False,0.62,2026-07-22
C000002654,0.4915,0.4915,False,0.62,2026-01-17
C000002655,0.4932,0.4932,False,0.62,2026-05-13
C000002656,0.2906,0.2906,False,0.62,2026-06-16
C000002657,0.4459,0.4459,False,0.62,2025-12-16
C000002658,0.3599,0.3599,False,0.62,2026-03-30
C000002659,0.3818,0.3818,False,0.62,2025-11-29
C000002660,0.3141,0.3141,False,0.62,2026-01-25
C000002661,0.3118,0.3118,False,0.62,2026-02-03
C000002662,0.6379,0.6379,False,0.62,2026-05-11
C000002663,0.1758,0.1758,False,0.62,2026-04-30
C000002664,0.6731,0.6731,False,0.62,2025-09-24
C000002665,0.3609,0.3609,False,0.62,2025-10-24
C000002666,0.4192,0.4192,False,0.62,2026-01-31
C000002667,0.3513,0.3513,False,0.62,2025-09-15
C000002668,0.5394,0.5394,False,0.62,2026-02-05
C000002669,0.5796,0.5796,False,0.62,2025-09-10
C000002670,0.3472,0.3472,False,0.62,2025-10-19
C000002671,0.1377,0.1377,False,0.62,2025-09-14
C000002672,0.0755,0.0755,False,0.62,2026-03-25
C000002673,0.559,0.559,False,0.62,2026-06-25
C000002674,0.2186,0.2186,False,0.62,2025-11-12
C000002675,0.2612,0.2612,False,0.62,2026-05-09
C000002676,0.304,0.304,False,0.62,2025-09-01
C000002677,0.0433,0.0433,False,0.62,2025-12-30
C000002678,0.2651,0.2651,False,0.62,2026-04-21
C000002679,0.6068,0.6068,False,0.62,2026-01-14
C000002680,0.5534,0.5534,False,0.62,2026-06-06
C000002681,0.4233,0.4767,True,0.62,2025-08-25
C000002682,0.4297,0.4297,False,0.62,2025-12-27
C000002683,0.3056,0.3056,False,0.62,2026-02-27
C000002684,0.2962,0.2962,False,0.62,2026-02-05
C000002685,0.3008,0.3008,False,0.62,2025-08-26
C000002686,0.5369,0.5369,False,0.62,2026-05-08
C000002687,0.4795,0.4795,False,0.62,2026-01-29
C000002688,0.2769,0.2769,False,0.62,2026-04-02
C000002689,0.1226,0.1226,False,0.62,2026-04-15
C000002690,0.4952,0.4952,False,0.62,2025-10-25
C000002691,0.4364,0.4364,False,0.62,2025-09-15
C000002692,0.4601,0.4601,False,0.62,2025-10-21
C000002693,0.2624,0.3063,True,0.62,2026-03-01
C000002694,0.3542,0.3542,False,0.62,2025-10-06
C000002695,0.4041,0.457,True,0.62,2025-08-23
C000002696,0.3043,0.3043,False,0.62,2026-06-15
C000002697,0.4051,0.4051,False,0.62,2026-03-14
C000002698,0.4141,0.4141,False,0.62,2025-08-23
C000002699,0.3926,0.3926,False,0.62,2026-06-14
C000002700,0.5231,0.5231,False,0.62,2026-01-08
C000002701,0.2616,0.2616,False,0.62,2025-08-14
C000002702,0.3898,0.3898,False,0.62,2026-04-01
C000002703,0.445,0.445,False,0.62,2026-03-05
C000002704,0.042,0.0516,True,0.62,2025-09-22
C000002705,0.2752,0.2752,False,0.62,2026-01-20
C000002706,0.3557,0.3557,False,0.62,2025-11-25
C000002707,0.4043,0.4043,False,0.62,2025-09-27
C000002708,0.4461,0.4461,False,0.62,2025-09-02
C000002709,0.4053,0.4053,False,0.62,2026-03-13
C000002710,0.5748,0.5748,False,0.62,2025-11-05
C000002711,0.5027,0.5027,False,0.62,2025-09-17
C000002712,0.5308,0.5308,False,0.62,2025-10-22
C000002713,0.3015,0.3015,False,0.62,2025-12-09
C000002714,0.3677,0.3677,False,0.62,2025-08-13
C000002715,0.5729,0.5729,False,0.62,2026-07-26
C000002716,0.4221,0.4221,False,0.62,2025-10-26
C000002717,0.5706,0.5706,False,0.62,2026-03-21
C000002718,0.4196,0.4196,False,0.62,2026-06-16
C000002719,0.593,0.593,False,0.62,2026-02-17
C000002720,0.503,0.503,False,0.62,2026-01-12
C000002721,0.2097,0.2097,False,0.62,2026-04-03
C000002722,0.5608,0.5608,False,0.62,2025-11-20
C000002723,0.464,0.464,False,0.62,2026-07-24
C000002724,0.4909,0.4909,False,0.62,2026-06-01
C000002725,0.4148,0.4148,False,0.62,2026-04-04
C000002726,0.3646,0.4159,True,0.62,2025-09-20
C000002727,0.3034,0.3034,False,0.62,2025-09-24
C000002728,0.5636,0.6158,True,0.62,2026-06-16
C000002729,0.4274,0.4274,False,0.62,2026-03-22
C000002730,0.3714,0.3714,False,0.62,2025-10-31
C000002731,0.3607,0.3607,False,0.62,2025-10-06
C000002732,0.3907,0.3907,False,0.62,2025-09-06
C000002733,0.3904,0.3904,False,0.62,2025-10-03
C000002734,0.2474,0.2474,False,0.62,2025-12-23
C000002735,0.587,0.587,False,0.62,2026-07-20
C000002736,0.4829,0.4829,False,0.62,2026-01-20
C000002737,0.2987,0.2987,False,0.62,2026-02-10
C000002738,0.5172,0.5172,False,0.62,2026-05-22
C000002739,0.6242,0.6242,False,0.62,2026-07-05
C000002740,0.4106,0.4106,False,0.62,2026-07-09
C000002741,0.3309,0.3309,False,0.62,2026-02-10
C000002742,0.1466,0.1466,False,0.62,2025-12-09
C000002743,0.2395,0.2395,False,0.62,2026-01-16
C000002744,0.4446,0.4446,False,0.62,2025-11-04
C000002745,0.3834,0.4356,True,0.62,2026-07-19
C000002746,0.6243,0.6243,False,0.62,2025-12-29
C000002747,0.3119,0.3119,False,0.62,2026-02-28
C000002748,0.197,0.197,False,0.62,2025-12-26
C000002749,0.5853,0.5853,False,0.62,2026-03-23
C000002750,0.3187,0.3187,False,0.62,2026-06-25
C000002751,0.3576,0.3576,False,0.62,2026-06-17
C000002752,0.5203,0.5203,False,0.62,2026-06-06
C000002753,0.523,0.523,False,0.62,2026-04-09
C000002754,0.1474,0.1474,False,0.62,2026-04-05
C000002755,0.6051,0.6051,False,0.62,2025-11-20
C000002756,0.4421,0.4421,False,0.62,2025-12-16
C000002757,0.4616,0.4616,False,0.62,2026-05-26
C000002758,0.4957,0.4957,False,0.62,2025-12-09
C000002759,0.579,0.6306,True,0.62,2026-01-01
C000002760,0.2554,0.2554,False,0.62,2025-09-19
C000002761,0.4714,0.4714,False,0.62,2026-04-29
C000002762,0.3111,0.3111,False,0.62,2026-07-20
C000002763,0.0754,0.0754,False,0.62,2025-12-13
C000002764,0.2472,0.2472,False,0.62,2025-08-10
C000002765,0.0891,0.0891,False,0.62,2026-04-29
C000002766,0.3981,0.3981,False,0.62,2026-04-25
C000002767,0.5182,0.5182,False,0.62,2026-01-05
C000002768,0.5612,0.5612,False,0.62,2026-06-01
C000002769,0.5753,0.5753,False,0.62,2025-10-29
C000002770,0.4464,0.4464,False,0.62,2025-08-07
C000002771,0.6436,0.6436,False,0.62,2025-10-18
C000002772,0.3007,0.3007,False,0.62,2025-11-17
C000002773,0.0426,0.0426,False,0.62,2025-11-06
C000002774,0.3989,0.3989,False,0.62,2026-04-08
C000002775,0.3002,0.3002,False,0.62,2025-10-25
C000002776,0.0754,0.0919,True,0.62,2025-11-06
C000002777,0.481,0.481,False,0.62,2026-01-16
C000002778,0.6315,0.6315,False,0.62,2026-03-24
C000002779,0.3565,0.3565,False,0.62,2025-09-13
C000002780,0.5653,0.5653,False,0.62,2025-11-14
C000002781,0.3405,0.3405,False,0.62,2025-12-07
C000002782,0.4027,0.4027,False,0.62,2026-06-24
C000002783,0.5332,0.5332,False,0.62,2025-11-16
C000002784,0.3476,0.3476,False,0.62,2025-11-07
C000002785,0.3192,0.3192,False,0.62,2025-09-01
C000002786,0.3303,0.3303,False,0.62,2025-10-12
C000002787,0.4229,0.4229,False,0.62,2025-11-28
C000002788,0.3156,0.3156,False,0.62,2025-08-03
C000002789,0.4282,0.4282,False,0.62,2025-10-18
C000002790,0.4122,0.4122,False,0.62,2026-07-01
C000002791,0.4445,0.4445,False,0.62,2026-04-11
C000002792,0.3965,0.3965,False,0.62,2026-03-18
C000002793,0.3838,0.3838,False,0.62,2025-08-17
C000002794,0.3156,0.364,True,0.62,2026-07-25
C000002795,0.0974,0.0974,False,0.62,2025-10-11
C000002796,0.0563,0.069,True,0.62,2026-01-01
C000002797,0.3288,0.3288,False,0.62,2025-09-12
C000002798,0.349,0.349,False,0.62,2026-05-05
C000002799,0.3507,0.3507,False,0.62,2026-06-17
C000002800,0.2991,0.2991,False,0.62,2026-06-20
C000002801,0.2015,0.2015,False,0.62,2026-05-05
C000002802,0.4802,0.4802,False,0.62,2026-04-08
C000002803,0.214,0.214,False,0.62,2026-02-14
C000002804,0.4969,0.4969,False,0.62,2026-01-13
C000002805,0.4894,0.5433,True,0.62,2026-05-06
C000002806,0.5447,0.5447,False,0.62,2025-09-26
C000002807,0.3513,0.3513,False,0.62,2026-04-21
C000002808,0.5839,0.5839,False,0.62,2025-09-21
C000002809,0.5811,0.5811,False,0.62,2025-09-07
C000002810,0.5515,0.5515,False,0.62,2026-04-12
C000002811,0.4242,0.4242,False,0.62,2026-02-16
C000002812,0.3021,0.3021,False,0.62,2026-01-23
C000002813,0.1051,0.1272,True,0.62,2026-05-22
C000002814,0.546,0.546,False,0.62,2026-05-29
C000002815,0.6562,0.6562,False,0.62,2025-12-09
C000002816,0.2577,0.2577,False,0.62,2026-03-25
C000002817,0.4726,0.4726,False,0.62,2026-05-14
C000002818,0.0926,0.0926,False,0.62,2025-12-25
C000002819,0.4695,0.4695,False,0.62,2026-05-03
C000002820,0.3321,0.3321,False,0.62,2025-10-25
C000002821,0.169,0.169,False,0.62,2026-06-17
C000002822,0.1473,0.1473,False,0.62,2026-02-14
C000002823,0.3104,0.3104,False,0.62,2026-06-29
C000002824,0.6882,0.6882,False,0.62,2026-05-26
C000002825,0.6051,0.6051,False,0.62,2025-08-31
C000002826,0.3734,0.3734,False,0.62,2025-09-05
C000002827,0.366,0.366,False,0.62,2026-01-05
C000002828,0.5621,0.5621,False,0.62,2025-08-17
C000002829,0.3379,0.3379,False,0.62,2026-03-22
C000002830,0.436,0.436,False,0.62,2026-02-28
C000002831,0.4001,0.4001,False,0.62,2026-07-23
C000002832,0.3705,0.3705,False,0.62,2025-11-29
C000002833,0.0868,0.0868,False,0.62,2026-05-12
C000002834,0.316,0.316,False,0.62,2025-12-24
C000002835,0.5611,0.6134,True,0.62,2025-12-24
C000002836,0.625,0.625,False,0.62,2025-11-01
C000002837,0.595,0.6458,True,0.62,2026-05-14
C000002838,0.4151,0.4151,False,0.62,2025-08-22
C000002839,0.4412,0.4412,False,0.62,2025-08-09
C000002840,0.451,0.451,False,0.62,2025-10-12
C000002841,0.5112,0.5112,False,0.62,2025-10-10
C000002842,0.4791,0.4791,False,0.62,2025-12-01
C000002843,0.0526,0.0644,True,0.62,2025-12-21
C000002844,0.2716,0.2716,False,0.62,2026-03-01
C000002845,0.4646,0.4646,False,0.62,2026-06-21
C000002846,0.5162,0.5162,False,0.62,2025-09-27
C000002847,0.3322,0.3322,False,0.62,2025-09-11
C000002848,0.3918,0.3918,False,0.62,2025-08-14
C000002849,0.3637,0.3637,False,0.62,2026-04-26
C000002850,0.2571,0.2571,False,0.62,2026-06-06
C000002851,0.6332,0.6332,False,0.62,2025-10-25
C000002852,0.3751,0.3751,False,0.62,2025-12-06
C000002853,0.0918,0.0918,False,0.62,2026-03-25
C000002854,0.4284,0.4284,False,0.62,2025-10-03
C000002855,0.4197,0.4197,False,0.62,2026-05-21
C000002856,0.4381,0.4381,False,0.62,2025-10-29
C000002857,0.3895,0.3895,False,0.62,2025-11-24
C000002858,0.5174,0.5174,False,0.62,2026-01-03
C000002859,0.437,0.437,False,0.62,2025-12-15
C000002860,0.426,0.426,False,0.62,2026-06-23
C000002861,0.4243,0.4243,False,0.62,2025-10-14
C000002862,0.3138,0.3138,False,0.62,2026-06-25
C000002863,0.4602,0.4602,False,0.62,2026-07-26
C000002864,0.4152,0.4152,False,0.62,2026-03-22
C000002865,0.4323,0.4323,False,0.62,2026-06-15
C000002866,0.4569,0.4569,False,0.62,2025-09-16
C000002867,0.4258,0.4258,False,0.62,2026-04-08
C000002868,0.3811,0.3811,False,0.62,2026-04-15
C000002869,0.472,0.472,False,0.62,2025-10-19
C000002870,0.553,0.553,False,0.62,2026-07-17
C000002871,0.2555,0.2555,False,0.62,2025-10-23
C000002872,0.3863,0.3863,False,0.62,2026-06-21
C000002873,0.3772,0.4291,True,0.62,2026-06-12
C000002874,0.1072,0.1297,True,0.62,2025-08-18
C000002875,0.5897,0.5897,False,0.62,2026-05-06
C000002876,0.4736,0.4736,False,0.62,2026-02-14
C000002877,0.5889,0.5889,False,0.62,2026-06-08
C000002878,0.2835,0.2835,False,0.62,2026-01-07
C000002879,0.0665,0.0665,False,0.62,2026-04-02
C000002880,0.3463,0.3463,False,0.62,2025-08-14
C000002881,0.2879,0.2879,False,0.62,2026-05-22
C000002882,0.3847,0.3847,False,0.62,2025-08-26
C000002883,0.4641,0.4641,False,0.62,2025-11-02
C000002884,0.293,0.293,False,0.62,2026-05-12
C000002885,0.33,0.33,False,0.62,2026-05-25
C000002886,0.4834,0.4834,False,0.62,2026-01-24
C000002887,0.277,0.277,False,0.62,2026-04-25
C000002888,0.2573,0.2573,False,0.62,2025-08-29
C000002889,0.5074,0.5074,False,0.62,2026-06-14
C000002890,0.4417,0.4417,False,0.62,2025-10-08
C000002891,0.3541,0.4048,True,0.62,2026-07-05
C000002892,0.1235,0.1235,False,0.62,2025-09-26
C000002893,0.1132,0.1132,False,0.62,2026-03-04
C000002894,0.4649,0.4649,False,0.62,2026-03-07
C000002895,0.4069,0.4069,False,0.62,2025-09-28
C000002896,0.6854,0.6854,False,0.62,2025-10-23
C000002897,0.4524,0.4524,False,0.62,2026-07-17
C000002898,0.3186,0.3186,False,0.62,2026-03-02
C000002899,0.0857,0.0857,False,0.62,2025-11-21
C000002900,0.3633,0.3633,False,0.62,2026-01-29
C000002901,0.1482,0.1482,False,0.62,2025-11-24
C000002902,0.0443,0.0443,False,0.62,2026-03-08
C000002903,0.2063,0.2063,False,0.62,2025-11-26
C000002904,0.4659,0.4659,False,0.62,2025-10-28
C000002905,0.3745,0.3745,False,0.62,2026-01-14
C000002906,0.106,0.106,False,0.62,2025-12-19
C000002907,0.3179,0.3179,False,0.62,2026-07-03
C000002908,0.462,0.462,False,0.62,2026-06-21
C000002909,0.3025,0.3025,False,0.62,2026-01-24
C000002910,0.3669,0.3669,False,0.62,2026-07-21
C000002911,0.2636,0.3076,True,0.62,2025-08-27
C000002912,0.4823,0.4823,False,0.62,2026-01-16
C000002913,0.2806,0.2806,False,0.62,2025-08-25
C000002914,0.3262,0.3262,False,0.62,2026-03-10
C000002915,0.4747,0.4747,False,0.62,2026-06-14
C000002916,0.3907,0.3907,False,0.62,2026-07-08
C000002917,0.4481,0.4481,False,0.62,2026-01-27
C000002918,0.2567,0.2567,False,0.62,2025-08-22
C000002919,0.0666,0.0666,False,0.62,2026-01-12
C000002920,0.2697,0.2697,False,0.62,2026-01-11
C000002921,0.2942,0.2942,False,0.62,2026-04-24
C000002922,0.4295,0.4295,False,0.62,2026-07-29
C000002923,0.3007,0.3007,False,0.62,2025-09-27
C000002924,0.3189,0.3675,True,0.62,2026-06-15
C000002925,0.6117,0.6117,False,0.62,2025-09-25
C000002926,0.3588,0.4098,True,0.62,2026-03-24
C000002927,0.6173,0.6173,False,0.62,2025-11-11
C000002928,0.4875,0.4875,False,0.62,2025-08-28
C000002929,0.5902,0.5902,False,0.62,2025-08-24
C000002930,0.6113,0.6113,False,0.62,2025-12-27
C000002931,0.3189,0.3189,False,0.62,2025-08-17
C000002932,0.5965,0.5965,False,0.62,2025-09-02
C000002933,0.5146,0.5146,False,0.62,2026-05-03
C000002934,0.4493,0.4493,False,0.62,2026-07-21
C000002935,0.1163,0.1163,False,0.62,2025-10-04
C000002936,0.3668,0.3668,False,0.62,2025-11-28
C000002937,0.419,0.419,False,0.62,2026-05-07
C000002938,0.4967,0.4967,False,0.62,2025-08-17
C000002939,0.44,0.44,False,0.62,2026-06-12
C000002940,0.3585,0.3585,False,0.62,2025-08-14
C000002941,0.3556,0.3556,False,0.62,2025-11-08
C000002942,0.35,0.35,False,0.62,2026-04-25
C000002943,0.4612,0.4612,False,0.62,2026-07-27
C000002944,0.6216,0.6709,True,0.62,2025-09-02
C000002945,0.2302,0.2302,False,0.62,2026-07-11
C000002946,0.3827,0.3827,False,0.62,2025-11-26
C000002947,0.3915,0.3915,False,0.62,2026-04-30
C000002948,0.3383,0.3383,False,0.62,2026-03-20
C000002949,0.0387,0.0387,False,0.62,2026-06-19
C000002950,0.3927,0.3927,False,0.62,2026-05-05
C000002951,0.5215,0.5215,False,0.62,2026-06-30
C000002952,0.5771,0.5771,False,0.62,2026-07-04
C000002953,0.0699,0.0699,False,0.62,2026-01-02
C000002954,0.4867,0.4867,False,0.62,2025-11-23
C000002955,0.2968,0.2968,False,0.62,2026-02-14
C000002956,0.3476,0.3476,False,0.62,2026-05-08
C000002957,0.5438,0.5438,False,0.62,2026-01-05
C000002958,0.0443,0.0443,False,0.62,2025-10-13
C000002959,0.07,0.07,False,0.62,2026-03-29
C000002960,0.6282,0.6282,False,0.62,2026-01-16
C000002961,0.0986,0.0986,False,0.62,2025-12-27
C000002962,0.4759,0.4759,False,0.62,2025-11-28
C000002963,0.2718,0.2718,False,0.62,2026-06-14
C000002964,0.6129,0.6129,False,0.62,2026-02-03
C000002965,0.5418,0.5418,False,0.62,2026-05-19
C000002966,0.4884,0.4884,False,0.62,2026-01-25
C000002967,0.5802,0.5802,False,0.62,2026-02-11
C000002968,0.2503,0.2503,False,0.62,2026-03-24
C000002969,0.4627,0.4627,False,0.62,2026-02-28
C000002970,0.5783,0.5783,False,0.62,2026-06-28
C000002971,0.6541,0.6541,False,0.62,2026-05-02
C000002972,0.4144,0.4144,False,0.62,2025-10-09
C000002973,0.464,0.5179,True,0.62,2026-01-13
C000002974,0.3581,0.3581,False,0.62,2026-03-18
C000002975,0.2747,0.2747,False,0.62,2026-07-02
C000002976,0.5807,0.5807,False,0.62,2026-07-20
C000002977,0.4562,0.4562,False,0.62,2025-08-06
C000002978,0.3945,0.3945,False,0.62,2025-11-29
C000002979,0.1363,0.1363,False,0.62,2026-05-08
C000002980,0.0713,0.0713,False,0.62,2026-07-13
C000002981,0.2202,0.2595,True,0.62,2026-02-21
C000002982,0.2343,0.2343,False,0.62,2025-09-28
C000002983,0.6327,0.6327,False,0.62,2025-08-14
C000002984,0.405,0.4579,True,0.62,2026-06-19
C000002985,0.4923,0.5461,True,0.62,2025-12-14
C000002986,0.0663,0.0663,False,0.62,2025-08-08
C000002987,0.4102,0.4102,False,0.62,2026-06-20
C000002988,0.2761,0.2761,False,0.62,2026-04-15
C000002989,0.5235,0.5235,False,0.62,2026-03-08
C000002990,0.4689,0.5228,True,0.62,2026-05-02
C000002991,0.0465,0.0465,False,0.62,2026-01-31
C000002992,0.5598,0.6122,True,0.62,2026-03-27
C000002993,0.5154,0.5154,False,0.62,2026-04-19
C000002994,0.4105,0.4105,False,0.62,2025-11-02
C000002995,0.3312,0.3312,False,0.62,2025-08-30
C000002996,0.2845,0.2845,False,0.62,2026-05-24
C000002997,0.3748,0.3748,False,0.62,2026-05-14
C000002998,0.3549,0.3549,False,0.62,2026-05-05
C000002999,0.2241,0.2241,False,0.62,2025-11-15
C000003000,0.3582,0.3582,False,0.62,2025-08-05
C000003001,0.4518,0.5056,True,0.62,2025-12-25
C000003002,0.0905,0.0905,False,0.62,2025-10-18
C000003003,0.5039,0.5039,False,0.62,2025-09-21
C000003004,0.4581,0.4581,False,0.62,2026-01-17
C000003005,0.3831,0.3831,False,0.62,2025-09-11
C000003006,0.1638,0.1955,True,0.62,2026-04-10
C000003007,0.5161,0.5161,False,0.62,2026-05-27
C000003008,0.5646,0.5646,False,0.62,2026-01-19
C000003009,0.4265,0.4799,True,0.62,2026-06-17
C000003010,0.367,0.367,False,0.62,2025-11-10
C000003011,0.0549,0.0549,False,0.62,2026-07-16
C000003012,0.4412,0.4949,True,0.62,2026-06-02
C000003013,0.475,0.475,False,0.62,2026-05-27
C000003014,0.3897,0.4421,True,0.62,2026-01-03
C000003015,0.3955,0.3955,False,0.62,2025-09-15
C000003016,0.0781,0.0781,False,0.62,2026-01-20
C000003017,0.3954,0.448,True,0.62,2026-02-18
C000003018,0.4657,0.4657,False,0.62,2025-12-08
C000003019,0.4217,0.4217,False,0.62,2026-05-24
C000003020,0.4078,0.4078,False,0.62,2026-05-09
C000003021,0.1,0.1212,True,0.62,2026-03-22
C000003022,0.2675,0.3118,True,0.62,2026-04-09
C000003023,0.5324,0.5324,False,0.62,2025-08-05
C000003024,0.3671,0.3671,False,0.62,2025-12-08
C000003025,0.5438,0.5438,False,0.62,2026-07-06
C000003026,0.3911,0.4436,True,0.62,2025-08-22
C000003027,0.4497,0.4497,False,0.62,2025-08-29
C000003028,0.322,0.322,False,0.62,2025-09-15
C000003029,0.5742,0.5742,False,0.62,2026-02-21
C000003030,0.4175,0.4708,True,0.62,2025-11-14
C000003031,0.1382,0.1382,False,0.62,2025-08-07
C000003032,0.4092,0.4092,False,0.62,2026-01-14
C000003033,0.4947,0.4947,False,0.62,2025-11-21
C000003034,0.4943,0.4943,False,0.62,2025-09-16
C000003035,0.052,0.052,False,0.62,2026-02-10
C000003036,0.3255,0.3255,False,0.62,2026-03-19
C000003037,0.1589,0.1589,False,0.62,2026-04-11
C000003038,0.25,0.25,False,0.62,2025-10-14
C000003039,0.4491,0.4491,False,0.62,2026-04-02
C000003040,0.4499,0.4499,False,0.62,2025-10-25
C000003041,0.5508,0.5508,False,0.62,2025-11-17
C000003042,0.3909,0.4434,True,0.62,2026-07-19
C000003043,0.4089,0.4089,False,0.62,2026-01-18
C000003044,0.5825,0.5825,False,0.62,2026-04-25
C000003045,0.463,0.463,False,0.62,2025-10-27
C000003046,0.3938,0.3938,False,0.62,2026-07-21
C000003047,0.4286,0.4286,False,0.62,2026-01-13
C000003048,0.2848,0.2848,False,0.62,2026-04-15
C000003049,0.4303,0.4303,False,0.62,2026-02-19
C000003050,0.084,0.084,False,0.62,2025-09-21
C000003051,0.4848,0.4848,False,0.62,2025-10-25
C000003052,0.236,0.236,False,0.62,2026-07-28
C000003053,0.5554,0.5554,False,0.62,2025-10-12
C000003054,0.3763,0.3763,False,0.62,2025-12-20
C000003055,0.4933,0.4933,False,0.62,2026-03-09
C000003056,0.4792,0.4792,False,0.62,2026-02-23
C000003057,0.5987,0.5987,False,0.62,2026-01-18
C000003058,0.2295,0.2295,False,0.62,2026-04-29
C000003059,0.361,0.361,False,0.62,2026-06-29
C000003060,0.5691,0.5691,False,0.62,2026-04-17
C000003061,0.395,0.4476,True,0.62,2026-07-02
C000003062,0.3192,0.3678,True,0.62,2026-06-03
C000003063,0.5272,0.5272,False,0.62,2026-07-22
C000003064,0.5985,0.5985,False,0.62,2025-11-19
C000003065,0.0711,0.0711,False,0.62,2026-05-13
C000003066,0.4385,0.4922,True,0.62,2025-12-28
C000003067,0.1093,0.1321,True,0.62,2025-12-03
C000003068,0.4449,0.4449,False,0.62,2026-05-18
C000003069,0.3174,0.3659,True,0.62,2026-02-14
C000003070,0.4497,0.4497,False,0.62,2026-02-10
C000003071,0.6497,0.6497,False,0.62,2025-12-07
C000003072,0.5392,0.5392,False,0.62,2025-09-19
C000003073,0.5986,0.5986,False,0.62,2026-07-03
C000003074,0.1508,0.1508,False,0.62,2026-04-03
C000003075,0.3572,0.4082,True,0.62,2026-01-07
C000003076,0.3457,0.3457,False,0.62,2026-06-18
C000003077,0.2155,0.2155,False,0.62,2026-05-18
C000003078,0.4477,0.5015,True,0.62,2025-09-28
C000003079,0.5226,0.5226,False,0.62,2025-11-15
C000003080,0.461,0.461,False,0.62,2025-08-19
C000003081,0.2365,0.2365,False,0.62,2026-01-02
C000003082,0.5155,0.5155,False,0.62,2025-11-19
C000003083,0.6244,0.6244,False,0.62,2025-12-25
C000003084,0.3218,0.3218,False,0.62,2025-12-28
C000003085,0.4945,0.4945,False,0.62,2025-12-29
C000003086,0.2708,0.2708,False,0.62,2026-03-13
C000003087,0.3189,0.3189,False,0.62,2026-06-03
C000003088,0.326,0.326,False,0.62,2026-07-18
C000003089,0.2358,0.2358,False,0.62,2026-02-28
C000003090,0.3596,0.3596,False,0.62,2026-03-06
C000003091,0.5394,0.5394,False,0.62,2025-10-31
C000003092,0.4856,0.4856,False,0.62,2026-04-26
C000003093,0.4717,0.4717,False,0.62,2026-07-20
C000003094,0.5166,0.5166,False,0.62,2025-08-28
C000003095,0.643,0.643,False,0.62,2026-02-07
C000003096,0.3575,0.3575,False,0.62,2025-08-20
C000003097,0.2937,0.2937,False,0.62,2026-06-19
C000003098,0.2845,0.2845,False,0.62,2026-07-09
C000003099,0.5028,0.5028,False,0.62,2026-04-20
C000003100,0.0605,0.0605,False,0.62,2025-10-19
C000003101,0.5016,0.5016,False,0.62,2026-03-30
C000003102,0.4375,0.4912,True,0.62,2025-10-30
C000003103,0.3835,0.3835,False,0.62,2025-08-18
C000003104,0.4931,0.4931,False,0.62,2025-08-15
C000003105,0.3255,0.3746,True,0.62,2026-01-09
C000003106,0.3501,0.3501,False,0.62,2026-07-07
C000003107,0.4909,0.4909,False,0.62,2025-11-17
C000003108,0.5088,0.5088,False,0.62,2025-11-28
C000003109,0.4058,0.4058,False,0.62,2026-05-06
C000003110,0.365,0.365,False,0.62,2025-10-30
C000003111,0.3773,0.3773,False,0.62,2025-10-21
C000003112,0.4151,0.4151,False,0.62,2025-11-04
C000003113,0.2953,0.2953,False,0.62,2026-05-21
C000003114,0.3324,0.3324,False,0.62,2026-02-13
C000003115,0.4936,0.4936,False,0.62,2026-03-02
C000003116,0.2568,0.2568,False,0.62,2026-07-03
C000003117,0.3782,0.3782,False,0.62,2026-02-06
C000003118,0.458,0.458,False,0.62,2025-10-19
C000003119,0.5624,0.5624,False,0.62,2026-07-18
C000003120,0.2218,0.2613,True,0.62,2025-08-29
C000003121,0.3666,0.3666,False,0.62,2026-04-09
C000003122,0.4016,0.4544,True,0.62,2025-10-10
C000003123,0.5437,0.5437,False,0.62,2026-02-12
C000003124,0.3135,0.3135,False,0.62,2026-02-11
C000003125,0.3458,0.3962,True,0.62,2025-11-12
C000003126,0.4809,0.4809,False,0.62,2025-09-12
C000003127,0.2646,0.2646,False,0.62,2025-09-20
C000003128,0.0717,0.0717,False,0.62,2026-07-18
C000003129,0.5362,0.5362,False,0.62,2026-03-01
C000003130,0.4927,0.4927,False,0.62,2025-09-27
C000003131,0.0969,0.0969,False,0.62,2025-10-11
C000003132,0.4324,0.4324,False,0.62,2025-10-04
C000003133,0.5808,0.5808,False,0.62,2025-08-17
C000003134,0.4633,0.4633,False,0.62,2025-09-19
C000003135,0.5554,0.5554,False,0.62,2026-07-31
C000003136,0.3749,0.4267,True,0.62,2025-11-16
C000003137,0.1669,0.1669,False,0.62,2025-11-29
C000003138,0.3805,0.3805,False,0.62,2026-02-15
C000003139,0.3946,0.3946,False,0.62,2026-01-03
C000003140,0.0674,0.0674,False,0.62,2026-01-03
C000003141,0.2133,0.2517,True,0.62,2026-07-07
C000003142,0.5133,0.5133,False,0.62,2026-01-27
C000003143,0.4521,0.4521,False,0.62,2026-04-03
C000003144,0.5899,0.5899,False,0.62,2026-07-16
C000003145,0.339,0.339,False,0.62,2025-09-16
C000003146,0.267,0.267,False,0.62,2026-02-08
C000003147,0.5737,0.5737,False,0.62,2026-03-03
