site,service_code,week,cases,cancels,cancel_rate,alert_fired
A,A-URO,2025-08-11,32,7,0.2188,False
A,A-URO,2025-08-18,29,5,0.1724,False
A,A-URO,2025-08-25,38,2,0.0526,False
A,A-URO,2025-09-01,36,5,0.1389,False
A,A-URO,2025-09-08,34,5,0.1471,False
A,A-URO,2025-09-15,33,2,0.0606,False
A,A-URO,2025-09-22,21,3,0.1429,False
A,A-URO,2025-09-29,27,0,0.0,False
A,A-URO,2025-10-06,49,6,0.1224,False
A,A-URO,2025-10-13,34,6,0.1765,False
A,A-URO,2025-10-20,30,3,0.1,False
A,A-URO,2025-10-27,47,7,0.1489,False
A,A-URO,2025-11-03,33,2,0.0606,False
A,A-URO,2025-11-10,25,3,0.12,False
A,A-URO,2025-11-17,33,3,0.0909,False
A,A-URO,2025-11-24,39,4,0.1026,False
A,A-URO,2025-12-01,33,1,0.0303,False
A,A-URO,2025-12-08,39,4,0.1026,False
A,A-URO,2025-12-15,32,5,0.1562,False
A,A-URO,2025-12-22,32,6,0.1875,False
A,A-URO,2025-12-29,34,4,0.1176,False
A,A-URO,2026-01-05,27,3,0.1111,False
A,A-URO,2026-01-12,26,2,0.0769,False
A,A-URO,2026-01-19,30,2,0.0667,False
A,A-URO,2026-01-26,29,3,0.1034,False
A,A-URO,2026-02-02,31,7,0.2258,False
A,A-URO,2026-02-09,38,4,0.1053,False
A,A-URO,2026-02-16,44,4,0.0909,False
A,A-URO,2026-02-23,37,5,0.1351,False
A,A-URO,2026-03-02,38,6,0.1579,False
A,A-URO,2026-03-09,45,2,0.0444,False
A,A-URO,2026-03-16,35,4,0.1143,False
A,A-URO,2026-03-23,37,5,0.1351,False
A,A-URO,2026-03-30,36,5,0.1389,False
A,A-URO,2026-04-06,29,2,0.069,False
A,A-URO,2026-04-13,48,9,0.1875,False
A,A-URO,2026-04-20,24,3,0.125,False
A,A-URO,2026-04-27,39,4,0.1026,False
A,A-URO,2026-05-04,37,3,0.0811,False
A,A-URO,2026-05-11,35,4,0.1143,False
A,A-URO,2026-05-18,34,4,0.1176,False
A,A-URO,2026-05-25,36,3,0.0833,False
A,A-URO,2026-06-01,36,8,0.2222,False
A,A-URO,2026-06-08,25,4,0.16,False
A,A-URO,2026-06-15,34,3,0.0882,False
A,A-URO,2026-06-22,32,2,0.0625,False
A,A-URO,2026-06-29,40,1,0.025,False
A,A-URO,2026-07-06,38,6,0.1579,False
A,A-URO,2026-07-13,39,7,0.1795,False
A,A-URO,2026-07-20,25,1,0.04,False
A,A-URO,2026-07-27,24,2,0.0833,False
A,A-VASC,2025-07-28,18,3,0.1667,False
A,A-VASC,2025-08-04,36,7,0.1944,False
A,A-VASC,2025-08-11,30,2,0.0667,False
A,A-VASC,2025-08-18,32,3,0.0938,False
A,A-VASC,2025-08-25,34,2,0.0588,False
A,A-VASC,2025-09-01,39,3,0.0769,False
A,A-VASC,2025-09-08,34,0,0.0,False
A,A-VASC,2025-09-15,32,1,0.0312,False
A,A-VASC,2025-09-22,34,7,0.2059,False
A,A-VASC,2025-09-29,33,3,0.0909,False
A,A-VASC,2025-10-06,29,3,0.1034,False
A,A-VASC,2025-10-13,37,7,0.1892,False
A,A-VASC,2025-10-20,39,1,0.0256,False
A,A-VASC,2025-10-27,37,4,0.1081,False
A,A-VASC,2025-11-03,36,3,0.0833,False
A,A-VASC,2025-11-10,39,2,0.0513,False
A,A-VASC,2025-11-17,23,2,0.087,False
A,A-VASC,2025-11-24,32,4,0.125,False
A,A-VASC,2025-12-01,31,3,0.0968,False
A,A-VASC,2025-12-08,37,7,0.1892,False
A,A-VASC,2025-12-15,40,5,0.125,False
A,A-VASC,2025-12-22,42,10,0.2381,False
A,A-VASC,2025-12-29,40,3,0.075,False
A,A-VASC,2026-01-05,36,3,0.0833,False
A,A-VASC,2026-01-12,39,3,0.0769,False
A,A-VASC,2026-01-19,39,3,0.0769,False
A,A-VASC,2026-01-26,28,5,0.1786,False
A,A-VASC,2026-02-02,43,6,0.1395,False
A,A-VASC,2026-02-09,28,3,0.1071,False
A,A-VASC,2026-02-16,40,3,0.075,False
A,A-VASC,2026-02-23,32,2,0.0625,False
A,A-VASC,2026-03-02,32,3,0.0938,False
A,A-VASC,2026-03-09,28,1,0.0357,False
A,A-VASC,2026-03-16,43,5,0.1163,False
A,A-VASC,2026-03-23,34,6,0.1765,False
A,A-VASC,2026-03-30,29,3,0.1034,False
A,A-VASC,2026-04-06,28,3,0.1071,False
A,A-VASC,2026-04-13,46,5,0.1087,False
A,A-VASC,2026-04-20,46,3,0.0652,False
A,A-VASC,2026-04-27,19,1,0.0526,False
A,A-VASC,2026-05-04,18,3,0.1667,False
A,A-VASC,2026-05-11,15,0,0.0,False
A,A-VASC,2026-05-18,10,0,0.0,False
A,A-VASC,2026-05-25,13,0,0.0,False
A,A-VASC,2026-06-01,16,0,0.0,False
A,A-VASC,2026-06-08,21,2,0.0952,False
A,A-VASC,2026-06-15,9,1,0.1111,False
A,A-VASC,2026-06-22,17,0,0.0,False
A,A-VASC,2026-06-29,17,2,0.1176,False
A,A-VASC,2026-07-06,17,2,0.1176,False
A,A-VASC,2026-07-13,17,3,0.1765,False
A,A-VASC,2026-07-20,11,1,0.0909,False
A,A-VASC,2026-07-27,10,1,0.1,False
B,B-CARD,2025-07-28,7,1,0.1429,False
B,B-CARD,2025-08-04,24,5,0.2083,True
B,B-CARD,2025-08-11,32,2,0.0625,False
B,B-CARD,2025-08-18,24,1,0.0417,False
B,B-CARD,2025-08-25,26,3,0.1154,False
B,B-CARD,2025-09-01,34,3,0.0882,False
B,B-CARD,2025-09-08,29,6,0.2069,False
B,B-CARD,2025-09-15,38,7,0.1842,False
B,B-CARD,2025-09-22,25,4,0.16,False
B,B-CARD,2025-09-29,26,4,0.1538,False
B,B-CARD,2025-10-06,28,5,0.1786,False
B,B-CARD,2025-10-13,33,4,0.1212,False
B,B-CARD,2025-10-20,36,3,0.0833,False
B,B-CARD,2025-10-27,31,4,0.129,False
B,B-CARD,2025-11-03,26,2,0.0769,False
B,B-CARD,2025-11-10,31,2,0.0645,False
B,B-CARD,2025-11-17,37,4,0.1081,False
B,B-CARD,2025-11-24,32,5,0.1562,False
B,B-CARD,2025-12-01,31,4,0.129,False
B,B-CARD,2025-12-08,37,3,0.0811,False
B,B-CARD,2025-12-15,24,6,0.25,True
B,B-CARD,2025-12-22,28,1,0.0357,False
B,B-CARD,2025-12-29,21,6,0.2857,True
B,B-CARD,2026-01-05,18,3,0.1667,False
B,B-CARD,2026-01-12,27,4,0.1481,False
B,B-CARD,2026-01-19,21,3,0.1429,False
B,B-CARD,2026-01-26,31,2,0.0645,False
B,B-CARD,2026-02-02,28,2,0.0714,False
B,B-CARD,2026-02-09,30,4,0.1333,False
B,B-CARD,2026-02-16,27,3,0.1111,False
B,B-CARD,2026-02-23,35,4,0.1143,False
B,B-CARD,2026-03-02,19,1,0.0526,False
B,B-CARD,2026-03-09,33,3,0.0909,False
B,B-CARD,2026-03-16,30,1,0.0333,False
B,B-CARD,2026-03-23,25,4,0.16,False
B,B-CARD,2026-03-30,28,3,0.1071,False
B,B-CARD,2026-04-06,36,7,0.1944,False
B,B-CARD,2026-04-13,30,2,0.0667,False
B,B-CARD,2026-04-20,25,4,0.16,False
B,B-CARD,2026-04-27,35,4,0.1143,False
B,B-CARD,2026-05-04,28,3,0.1071,False
B,B-CARD,2026-05-11,33,7,0.2121,False
B,B-CARD,2026-05-18,21,3,0.1429,False
B,B-CARD,2026-05-25,46,4,0.087,False
B,B-CARD,2026-06-01,39,5,0.1282,False
B,B-CARD,2026-06-08,28,3,0.1071,False
B,B-CARD,2026-06-15,27,0,0.0,False
B,B-CARD,2026-06-22,32,2,0.0625,False
B,B-CARD,2026-06-29,31,0,0.0,False
B,B-CARD,2026-07-06,41,4,0.0976,False
B,B-CARD,2026-07-13,31,7,0.2258,False
B,B-CARD,2026-07-20,24,7,0.2917,True
B,B-CARD,2026-07-27,11,1,0.0909,False
B,B-ENT,2025-07-28,11,2,0.1818,True
B,B-ENT,2025-08-04,30,5,0.1667,False
B,B-ENT,2025-08-11,31,6,0.1935,False
B,B-ENT,2025-08-18,24,3,0.125,False
B,B-ENT,2025-08-25,31,2,0.0645,False
B,B-ENT,2025-09-01,29,1,0.0345,False
B,B-ENT,2025-09-08,20,4,0.2,True
B,B-ENT,2025-09-15,27,5,0.1852,False
B,B-ENT,2025-09-22,24,6,0.25,True
B,B-ENT,2025-09-29,34,8,0.2353,False
B,B-ENT,2025-10-06,29,3,0.1034,False
B,B-ENT,2025-10-13,23,4,0.1739,False
B,B-ENT,2025-10-20,31,7,0.2258,False
B,B-ENT,2025-10-27,29,2,0.069,False
B,B-ENT,2025-11-03,32,7,0.2188,False
B,B-ENT,2025-11-10,37,7,0.1892,False
B,B-ENT,2025-11-17,30,4,0.1333,False
B,B-ENT,2025-11-24,31,7,0.2258,False
B,B-ENT,2025-12-01,29,4,0.1379,False
B,B-ENT,2025-12-08,30,2,0.0667,False
B,B-ENT,2025-12-15,23,4,0.1739,False
B,B-ENT,2025-12-22,20,4,0.2,True
B,B-ENT,2025-12-29,15,0,0.0,False
B,B-ENT,2026-01-05,41,6,0.1463,False
B,B-ENT,2026-01-12,24,4,0.1667,False
B,B-ENT,2026-01-19,26,5,0.1923,False
B,B-ENT,2026-01-26,32,5,0.1562,False
B,B-ENT,2026-02-02,40,8,0.2,False
B,B-ENT,2026-02-09,22,2,0.0909,False
B,B-ENT,2026-02-16,21,5,0.2381,True
B,B-ENT,2026-02-23,25,6,0.24,False
B,B-ENT,2026-03-02,22,3,0.1364,False
B,B-ENT,2026-03-09,26,2,0.0769,False
B,B-ENT,2026-03-16,25,5,0.2,False
B,B-ENT,2026-03-23,21,2,0.0952,False
B,B-ENT,2026-03-30,21,2,0.0952,False
B,B-ENT,2026-04-06,34,1,0.0294,False
B,B-ENT,2026-04-13,29,4,0.1379,False
B,B-ENT,2026-04-20,33,8,0.2424,False
B,B-ENT,2026-04-27,31,4,0.129,False
B,B-ENT,2026-05-04,36,7,0.1944,False
B,B-ENT,2026-05-11,29,3,0.1034,False
B,B-ENT,2026-05-18,38,6,0.1579,False
B,B-ENT,2026-05-25,41,12,0.2927,False
B,B-ENT,2026-06-01,24,5,0.2083,True
B,B-ENT,2026-06-08,26,5,0.1923,False
B,B-ENT,2026-06-15,24,2,0.0833,False
B,B-ENT,2026-06-22,24,2,0.0833,False
B,B-ENT,2026-06-29,17,0,0.0,False
B,B-ENT,2026-07-06,26,1,0.0385,False
B,B-ENT,2026-07-13,22,4,0.1818,True
B,B-ENT,2026-07-20,25,6,0.24,False
B,B-ENT,2026-07-27,16,2,0.125,False
B,B-GEN,2025-07-28,13,0,0.0,False
B,B-GEN,2025-08-04,38,5,0.1316,False
B,B-GEN,2025-08-11,26,2,0.0769,False
B,B-GEN,2025-08-18,23,4,0.1739,False
B,B-GEN,2025-08-25,31,5,0.1613,False
B,B-GEN,2025-09-01,24,4,0.1667,False
B,B-GEN,2025-09-08,31,4,0.129,False
B,B-GEN,2025-09-15,23,1,0.0435,False
B,B-GEN,2025-09-22,34,3,0.0882,False
B,B-GEN,2025-09-29,26,4,0.1538,False
B,B-GEN,2025-10-06,26,4,0.1538,False
B,B-GEN,2025-10-13,31,2,0.0645,False
B,B-GEN,2025-10-20,22,1,0.0455,False
B,B-GEN,2025-10-27,30,5,0.1667,False
B,B-GEN,2025-11-03,23,3,0.1304,False
B,B-GEN,2025-11-10,32,5,0.1562,False
B,B-GEN,2025-11-17,30,4,0.1333,False
B,B-GEN,2025-11-24,27,2,0.0741,False
B,B-GEN,2025-12-01,36,3,0.0833,False
B,B-GEN,2025-12-08,33,3,0.0909,False
B,B-GEN,2025-12-15,23,5,0.2174,True
B,B-GEN,2025-12-22,17,3,0.1765,False
B,B-GEN,2025-12-29,36,7,0.1944,False
B,B-GEN,2026-01-05,37,4,0.1081,False
B,B-GEN,2026-01-12,31,1,0.0323,False
B,B-GEN,2026-01-19,21,2,0.0952,False
B,B-GEN,2026-01-26,29,4,0.1379,False
B,B-GEN,2026-02-02,24,2,0.0833,False
B,B-GEN,2026-02-09,25,5,0.2,False
B,B-GEN,2026-02-16,23,1,0.0435,False
B,B-GEN,2026-02-23,28,1,0.0357,False
B,B-GEN,2026-03-02,25,0,0.0,False
B,B-GEN,2026-03-09,17,0,0.0,False
B,B-GEN,2026-03-16,20,3,0.15,False
B,B-GEN,2026-03-23,22,4,0.1818,True
B,B-GEN,2026-03-30,29,3,0.1034,False
B,B-GEN,2026-04-06,27,3,0.1111,False
B,B-GEN,2026-04-13,30,6,0.2,False
B,B-GEN,2026-04-20,31,2,0.0645,False
B,B-GEN,2026-04-27,36,6,0.1667,False
B,B-GEN,2026-05-04,29,4,0.1379,False
B,B-GEN,2026-05-11,22,2,0.0909,False
B,B-GEN,2026-05-18,31,4,0.129,False
B,B-GEN,2026-05-25,24,5,0.2083,True
B,B-GEN,2026-06-01,27,4,0.1481,False
B,B-GEN,2026-06-08,33,4,0.1212,False
B,B-GEN,2026-06-15,26,2,0.0769,False
B,B-GEN,2026-06-22,23,2,0.087,False
B,B-GEN,2026-06-29,36,4,0.1111,False
B,B-GEN,2026-07-06,16,2,0.125,False
B,B-GEN,2026-07-13,27,5,0.1852,False
B,B-GEN,2026-07-20,29,3,0.1034,False
B,B-GEN,2026-07-27,20,1,0.05,False
B,B-GYN,2025-07-28,16,1,0.0625,False
B,B-GYN,2025-08-04,31,0,0.0,False
B,B-GYN,2025-08-11,40,7,0.175,False
B,B-GYN,2025-08-18,25,0,0.0,False
B,B-GYN,2025-08-25,35,4,0.1143,False
B,B-GYN,2025-09-01,22,5,0.2273,True
B,B-GYN,2025-09-08,25,2,0.08,False
B,B-GYN,2025-09-15,30,5,0.1667,False
B,B-GYN,2025-09-22,35,5,0.1429,False
B,B-GYN,2025-09-29,28,1,0.0357,False
B,B-GYN,2025-10-06,32,5,0.1562,False
B,B-GYN,2025-10-13,25,3,0.12,False
B,B-GYN,2025-10-20,30,1,0.0333,False
B,B-GYN,2025-10-27,35,7,0.2,False
B,B-GYN,2025-11-03,27,1,0.037,False
B,B-GYN,2025-11-10,25,3,0.12,False
B,B-GYN,2025-11-17,36,4,0.1111,False
B,B-GYN,2025-11-24,31,3,0.0968,False
B,B-GYN,2025-12-01,22,1,0.0455,False
B,B-GYN,2025-12-08,23,2,0.087,False
B,B-GYN,2025-12-15,30,4,0.1333,False
B,B-GYN,2025-12-22,23,3,0.1304,False
B,B-GYN,2025-12-29,29,3,0.1034,False
B,B-GYN,2026-01-05,30,5,0.1667,False
B,B-GYN,2026-01-12,29,3,0.1034,False
B,B-GYN,2026-01-19,31,5,0.1613,False
B,B-GYN,2026-01-26,36,5,0.1389,False
B,B-GYN,2026-02-02,30,2,0.0667,False
B,B-GYN,2026-02-09,36,4,0.1111,False
B,B-GYN,2026-02-16,25,3,0.12,False
B,B-GYN,2026-02-23,27,2,0.0741,False
B,B-GYN,2026-03-02,25,3,0.12,False
B,B-GYN,2026-03-09,27,0,0.0,False
B,B-GYN,2026-03-16,40,3,0.075,False
B,B-GYN,2026-03-23,25,3,0.12,False
B,B-GYN,2026-03-30,23,7,0.3043,True
B,B-GYN,2026-04-06,23,1,0.0435,False
B,B-GYN,2026-04-13,18,1,0.0556,False
B,B-GYN,2026-04-20,22,6,0.2727,True
B,B-GYN,2026-04-27,43,3,0.0698,False
B,B-GYN,2026-05-04,24,1,0.0417,False
B,B-GYN,2026-05-11,25,3,0.12,False
B,B-GYN,2026-05-18,33,4,0.1212,False
B,B-GYN,2026-05-25,36,2,0.0556,False
B,B-GYN,2026-06-01,23,0,0.0,False
B,B-GYN,2026-06-08,32,3,0.0938,False
B,B-GYN,2026-06-15,21,2,0.0952,False
B,B-GYN,2026-06-22,16,1,0.0625,False
B,B-GYN,2026-06-29,27,2,0.0741,False
B,B-GYN,2026-07-06,26,4,0.1538,False
B,B-GYN,2026-07-13,29,2,0.069,False
B,B-GYN,2026-07-20,25,4,0.16,False
B,B-GYN,2026-07-27,15,1,0.0667,False
B,B-NEURO,2025-07-28,10,1,0.1,False
B,B-NEURO,2025-08-04,34,3,0.0882,False
B,B-NEURO,2025-08-11,21,0,0.0,False
B,B-NEURO,2025-08-18,29,3,0.1034,False
B,B-NEURO,2025-08-25,30,4,0.1333,False
B,B-NEURO,2025-09-01,32,3,0.0938,False
B,B-NEURO,2025-09-08,28,2,0.0714,False
B,B-NEURO,2025-09-15,29,4,0.1379,False
B,B-NEURO,2025-09-22,31,3,0.0968,False
B,B-NEURO,2025-09-29,42,3,0.0714,False
B,B-NEURO,2025-10-06,32,4,0.125,False
B,B-NEURO,2025-10-13,27,7,0.2593,False
B,B-NEURO,2025-10-20,29,1,0.0345,False
B,B-NEURO,2025-10-27,26,2,0.0769,False
B,B-NEURO,2025-11-03,27,2,0.0741,False
B,B-NEURO,2025-11-10,32,5,0.1562,False
B,B-NEURO,2025-11-17,26,5,0.1923,False
B,B-NEURO,2025-11-24,32,3,0.0938,False
B,B-NEURO,2025-12-01,35,6,0.1714,False
B,B-NEURO,2025-12-08,36,4,0.1111,False
B,B-NEURO,2025-12-15,30,3,0.1,False
B,B-NEURO,2025-12-22,30,5,0.1667,False
B,B-NEURO,2025-12-29,43,6,0.1395,False
B,B-NEURO,2026-01-05,26,3,0.1154,False
B,B-NEURO,2026-01-12,29,2,0.069,False
B,B-NEURO,2026-01-19,28,4,0.1429,False
B,B-NEURO,2026-01-26,27,4,0.1481,False
B,B-NEURO,2026-02-02,24,4,0.1667,False
B,B-NEURO,2026-02-09,30,5,0.1667,False
B,B-NEURO,2026-02-16,28,3,0.1071,False
B,B-NEURO,2026-02-23,24,6,0.25,True
B,B-NEURO,2026-03-02,28,3,0.1071,False
B,B-NEURO,2026-03-09,31,2,0.0645,False
B,B-NEURO,2026-03-16,33,4,0.1212,False
B,B-NEURO,2026-03-23,22,3,0.1364,False
B,B-NEURO,2026-03-30,24,2,0.0833,False
B,B-NEURO,2026-04-06,31,2,0.0645,False
B,B-NEURO,2026-04-13,31,3,0.0968,False
B,B-NEURO,2026-04-20,30,3,0.1,False
B,B-NEURO,2026-04-27,29,3,0.1034,False
B,B-NEURO,2026-05-04,28,4,0.1429,False
B,B-NEURO,2026-05-11,41,3,0.0732,False
B,B-NEURO,2026-05-18,34,1,0.0294,False
B,B-NEURO,2026-05-25,30,4,0.1333,False
B,B-NEURO,2026-06-01,35,3,0.0857,False
B,B-NEURO,2026-06-08,36,5,0.1389,False
B,B-NEURO,2026-06-15,26,1,0.0385,False
B,B-NEURO,2026-06-22,31,1,0.0323,False
B,B-NEURO,2026-06-29,26,1,0.0385,False
B,B-NEURO,2026-07-06,31,1,0.0323,False
B,B-NEURO,2026-07-13,16,1,0.0625,False
B,B-NEURO,2026-07-20,19,1,0.0526,False
B,B-NEURO,2026-07-27,13,1,0.0769,False
B,B-OPHT,2025-07-28,12,2,0.1667,False
B,B-OPHT,2025-08-04,32,4,0.125,False
B,B-OPHT,2025-08-11,24,1,0.0417,False
B,B-OPHT,2025-08-18,18,2,0.1111,False
B,B-OPHT,2025-08-25,32,2,0.0625,False
B,B-OPHT,2025-09-01,25,2,0.08,False
B,B-OPHT,2025-09-08,30,2,0.0667,False
B,B-OPHT,2025-09-15,19,1,0.0526,False
B,B-OPHT,2025-09-22,34,2,0.0588,False
B,B-OPHT,2025-09-29,30,2,0.0667,False
B,B-OPHT,2025-10-06,25,2,0.08,False
B,B-OPHT,2025-10-13,26,1,0.0385,False
B,B-OPHT,2025-10-20,28,2,0.0714,False
B,B-OPHT,2025-10-27,22,2,0.0909,False
B,B-OPHT,2025-11-03,23,3,0.1304,False
B,B-OPHT,2025-11-10,30,4,0.1333,False
B,B-OPHT,2025-11-17,24,0,0.0,False
B,B-OPHT,2025-11-24,20,0,0.0,False
B,B-OPHT,2025-12-01,29,5,0.1724,False
B,B-OPHT,2025-12-08,25,1,0.04,False
B,B-OPHT,2025-12-15,28,1,0.0357,False
B,B-OPHT,2025-12-22,18,1,0.0556,False
B,B-OPHT,2025-12-29,30,7,0.2333,False
B,B-OPHT,2026-01-05,27,2,0.0741,False
B,B-OPHT,2026-01-12,35,0,0.0,False
B,B-OPHT,2026-01-19,21,2,0.0952,False
B,B-OPHT,2026-01-26,27,3,0.1111,False
B,B-OPHT,2026-02-02,32,1,0.0312,False
B,B-OPHT,2026-02-09,28,4,0.1429,False
B,B-OPHT,2026-02-16,32,1,0.0312,False
B,B-OPHT,2026-02-23,30,1,0.0333,False
B,B-OPHT,2026-03-02,21,1,0.0476,False
B,B-OPHT,2026-03-09,33,2,0.0606,False
B,B-OPHT,2026-03-16,35,1,0.0286,False
B,B-OPHT,2026-03-23,26,2,0.0769,False
B,B-OPHT,2026-03-30,38,1,0.0263,False
B,B-OPHT,2026-04-06,36,3,0.0833,False
B,B-OPHT,2026-04-13,26,3,0.1154,False
B,B-OPHT,2026-04-20,25,2,0.08,False
B,B-OPHT,2026-04-27,28,4,0.1429,False
B,B-OPHT,2026-05-04,31,1,0.0323,False
B,B-OPHT,2026-05-11,30,2,0.0667,False
B,B-OPHT,2026-05-18,28,0,0.0,False
B,B-OPHT,2026-05-25,34,4,0.1176,False
B,B-OPHT,2026-06-01,29,2,0.069,False
B,B-OPHT,2026-06-08,30,4,0.1333,False
B,B-OPHT,2026-06-15,42,1,0.0238,False
B,B-OPHT,2026-06-22,35,3,0.0857,False
B,B-OPHT,2026-06-29,18,3,0.1667,False
B,B-OPHT,2026-07-06,30,0,0.0,False
B,B-OPHT,2026-07-13,31,1,0.0323,False
B,B-OPHT,2026-07-20,31,1,0.0323,False
B,B-OPHT,2026-07-27,14,1,0.0714,False
B,B-ORTH,2025-07-28,16,0,0.0,False
B,B-ORTH,2025-08-04,25,2,0.08,False
B,B-ORTH,2025-08-11,21,0,0.0,False
B,B-ORTH,2025-08-18,30,1,0.0333,False
B,B-ORTH,2025-08-25,34,2,0.0588,False
B,B-ORTH,2025-09-01,24,0,0.0,False
B,B-ORTH,2025-09-08,32,1,0.0312,False
B,B-ORTH,2025-09-15,28,1,0.0357,False
B,B-ORTH,2025-09-22,35,3,0.0857,False
B,B-ORTH,2025-09-29,26,2,0.0769,False
B,B-ORTH,2025-10-06,29,3,0.1034,False
B,B-ORTH,2025-10-13,25,3,0.12,False
B,B-ORTH,2025-10-20,21,2,0.0952,False
B,B-ORTH,2025-10-27,35,1,0.0286,False
B,B-ORTH,2025-11-03,27,1,0.037,False
B,B-ORTH,2025-11-10,25,4,0.16,False
B,B-ORTH,2025-11-17,36,1,0.0278,False
B,B-ORTH,2025-11-24,34,0,0.0,False
B,B-ORTH,2025-12-01,23,3,0.1304,False
B,B-ORTH,2025-12-08,31,2,0.0645,False
B,B-ORTH,2025-12-15,27,2,0.0741,False
B,B-ORTH,2025-12-22,32,4,0.125,False
B,B-ORTH,2025-12-29,28,1,0.0357,False
B,B-ORTH,2026-01-05,37,3,0.0811,False
B,B-ORTH,2026-01-12,37,5,0.1351,False
B,B-ORTH,2026-01-19,32,2,0.0625,False
B,B-ORTH,2026-01-26,35,1,0.0286,False
B,B-ORTH,2026-02-02,21,1,0.0476,False
B,B-ORTH,2026-02-09,28,0,0.0,False
B,B-ORTH,2026-02-16,20,0,0.0,False
B,B-ORTH,2026-02-23,24,1,0.0417,False
B,B-ORTH,2026-03-02,31,5,0.1613,False
B,B-ORTH,2026-03-09,39,2,0.0513,False
B,B-ORTH,2026-03-16,25,0,0.0,False
B,B-ORTH,2026-03-23,23,1,0.0435,False
B,B-ORTH,2026-03-30,26,3,0.1154,False
B,B-ORTH,2026-04-06,25,1,0.04,False
B,B-ORTH,2026-04-13,29,1,0.0345,False
B,B-ORTH,2026-04-20,31,2,0.0645,False
B,B-ORTH,2026-04-27,24,0,0.0,False
B,B-ORTH,2026-05-04,29,2,0.069,False
B,B-ORTH,2026-05-11,32,2,0.0625,False
B,B-ORTH,2026-05-18,30,0,0.0,False
B,B-ORTH,2026-05-25,25,4,0.16,False
B,B-ORTH,2026-06-01,33,3,0.0909,False
B,B-ORTH,2026-06-08,27,3,0.1111,False
B,B-ORTH,2026-06-15,33,2,0.0606,False
B,B-ORTH,2026-06-22,24,0,0.0,False
B,B-ORTH,2026-06-29,33,2,0.0606,False
B,B-ORTH,2026-07-06,34,0,0.0,False
B,B-ORTH,2026-07-13,36,1,0.0278,False
B,B-ORTH,2026-07-20,31,0,0.0,False
B,B-ORTH,2026-07-27,15,1,0.0667,False
B,B-PAED,2025-07-28,10,1,0.1,False
B,B-PAED,2025-08-04,37,0,0.0,False
B,B-PAED,2025-08-11,24,1,0.0417,False
B,B-PAED,2025-08-18,21,1,0.0476,False
B,B-PAED,2025-08-25,32,5,0.1562,False
B,B-PAED,2025-09-01,36,1,0.0278,False
B,B-PAED,2025-09-08,39,3,0.0769,False
B,B-PAED,2025-09-15,26,3,0.1154,False
B,B-PAED,2025-09-22,23,3,0.1304,False
B,B-PAED,2025-09-29,31,3,0.0968,False
B,B-PAED,2025-10-06,21,2,0.0952,False
B,B-PAED,2025-10-13,13,2,0.1538,False
B,B-PAED,2025-10-20,24,4,0.1667,False
B,B-PAED,2025-10-27,36,2,0.0556,False
B,B-PAED,2025-11-03,26,4,0.1538,False
B,B-PAED,2025-11-10,23,2,0.087,False
B,B-PAED,2025-11-17,22,2,0.0909,False
B,B-PAED,2025-11-24,30,2,0.0667,False
B,B-PAED,2025-12-01,28,3,0.1071,False
B,B-PAED,2025-12-08,38,2,0.0526,False
B,B-PAED,2025-12-15,23,3,0.1304,False
B,B-PAED,2025-12-22,27,4,0.1481,False
B,B-PAED,2025-12-29,29,5,0.1724,False
B,B-PAED,2026-01-05,27,4,0.1481,False
B,B-PAED,2026-01-12,28,3,0.1071,False
B,B-PAED,2026-01-19,26,3,0.1154,False
B,B-PAED,2026-01-26,29,5,0.1724,False
B,B-PAED,2026-02-02,24,4,0.1667,False
B,B-PAED,2026-02-09,36,4,0.1111,False
B,B-PAED,2026-02-16,16,1,0.0625,False
B,B-PAED,2026-02-23,38,4,0.1053,False
B,B-PAED,2026-03-02,33,4,0.1212,False
B,B-PAED,2026-03-09,22,2,0.0909,False
B,B-PAED,2026-03-16,35,7,0.2,False
B,B-PAED,2026-03-23,25,1,0.04,False
B,B-PAED,2026-03-30,27,1,0.037,False
B,B-PAED,2026-04-06,38,8,0.2105,False
B,B-PAED,2026-04-13,35,2,0.0571,False
B,B-PAED,2026-04-20,41,3,0.0732,False
B,B-PAED,2026-04-27,34,2,0.0588,False
B,B-PAED,2026-05-04,24,3,0.125,False
B,B-PAED,2026-05-11,29,0,0.0,False
B,B-PAED,2026-05-18,29,1,0.0345,False
B,B-PAED,2026-05-25,35,1,0.0286,False
B,B-PAED,2026-06-01,25,2,0.08,False
B,B-PAED,2026-06-08,27,1,0.037,False
B,B-PAED,2026-06-15,29,3,0.1034,False
B,B-PAED,2026-06-22,25,3,0.12,False
B,B-PAED,2026-06-29,29,2,0.069,False
B,B-PAED,2026-07-06,20,1,0.05,False
B,B-PAED,2026-07-13,28,4,0.1429,False
B,B-PAED,2026-07-20,25,2,0.08,False
B,B-PAED,2026-07-27,17,1,0.0588,False
B,B-PLAS,2025-07-28,10,1,0.1,False
B,B-PLAS,2025-08-04,32,3,0.0938,False
B,B-PLAS,2025-08-11,24,2,0.0833,False
B,B-PLAS,2025-08-18,28,4,0.1429,False
B,B-PLAS,2025-08-25,42,7,0.1667,False
B,B-PLAS,2025-09-01,30,2,0.0667,False
B,B-PLAS,2025-09-08,36,4,0.1111,False
B,B-PLAS,2025-09-15,33,2,0.0606,False
B,B-PLAS,2025-09-22,35,6,0.1714,False
