case_id,uplift_score,targeted,model_auc_reported
C000020017,0.1157,False,0.71
C000025184,0.3834,False,0.71
C000019676,0.7929,True,0.71
C000026140,0.6826,True,0.71
C000005970,0.7281,True,0.71
C000020785,0.8531,True,0.71
C000030073,0.7796,True,0.71
C000004772,0.4811,False,0.71
C000034260,0.4754,False,0.71
C000009431,0.389,False,0.71
C000028920,0.2112,False,0.71
C000036833,0.4789,False,0.71
C000001147,0.7718,True,0.71
C000009323,0.6735,True,0.71
C000037263,0.2782,False,0.71
C000017472,0.5048,False,0.71
C000021616,0.4648,False,0.71
C000033775,0.6737,True,0.71
C000002144,0.2815,False,0.71
C000029214,0.7009,True,0.71
C000019728,0.5623,True,0.71
C000024681,0.6596,True,0.71
C000016278,0.6924,True,0.71
C000034272,0.5192,False,0.71
C000010922,0.4663,False,0.71
C000014369,0.5511,True,0.71
C000039642,0.1328,False,0.71
C000005598,0.5841,True,0.71
C000014652,0.8079,True,0.71
C000023389,0.6977,True,0.71
C000015302,0.5846,True,0.71
C000024450,0.2806,False,0.71
C000014101,0.5353,False,0.71
C000004983,0.7803,True,0.71
C000011593,0.4628,False,0.71
C000020910,0.8968,True,0.71
C000003102,0.2054,False,0.71
C000028367,0.3781,False,0.71
C000003118,0.4845,False,0.71
C000034331,0.4138,False,0.71
C000009184,0.5918,True,0.71
C000010405,0.2765,False,0.71
C000019414,0.5382,False,0.71
C000010622,0.3368,False,0.71
C000007034,0.7792,True,0.71
C000001780,0.2827,False,0.71
C000036502,0.3889,False,0.71
C000006819,0.3589,False,0.71
C000028628,0.6558,True,0.71
C000024203,0.7719,True,0.71
C000029356,0.5396,False,0.71
C000022891,0.8221,True,0.71
C000001951,0.1966,False,0.71
C000028735,0.3399,False,0.71
C000028281,0.6705,True,0.71
C000022269,0.6883,True,0.71
C000032415,0.5402,False,0.71
C000010238,0.2672,False,0.71
C000016124,0.3819,False,0.71
C000024662,0.1733,False,0.71
C000036906,0.5888,True,0.71
C000004506,0.5997,True,0.71
C000006004,0.1387,False,0.71
C000023116,0.4131,False,0.71
C000014410,0.6605,True,0.71
C000017195,0.3546,False,0.71
C000009337,0.2641,False,0.71
C000006534,0.7446,True,0.71
C000013887,0.211,False,0.71
C000030911,0.2405,False,0.71
C000038302,0.2423,False,0.71
C000034980,0.4635,False,0.71
C000005407,0.6544,True,0.71
C000031362,0.2037,False,0.71
C000025432,0.2331,False,0.71
C000030826,0.5213,False,0.71
C000022902,0.4223,False,0.71
C000029507,0.8567,True,0.71
C000010680,0.4926,False,0.71
C000019723,0.7942,True,0.71
C000007363,0.3209,False,0.71
C000019304,0.673,True,0.71
C000020001,0.6593,True,0.71
C000024797,0.5215,False,0.71
C000025368,0.4412,False,0.71
C000004527,0.5354,False,0.71
C000000064,0.4281,False,0.71
C000031386,0.7574,True,0.71
C000028540,0.6443,True,0.71
C000027966,0.1718,False,0.71
C000030306,0.246,False,0.71
C000007851,0.4581,False,0.71
C000002536,0.6527,True,0.71
C000015003,0.3674,False,0.71
C000011780,0.5479,False,0.71
C000024262,0.3094,False,0.71
C000003570,0.6492,True,0.71
C000001822,0.5644,True,0.71
C000002896,0.2242,False,0.71
C000011652,0.4065,False,0.71
C000022243,0.6973,True,0.71
C000007389,0.2481,False,0.71
C000029951,0.5486,False,0.71
C000032238,0.1375,False,0.71
C000013934,0.7878,True,0.71
C000036356,0.8992,True,0.71
C000037622,0.4181,False,0.71
C000005929,0.2233,False,0.71
C000024765,0.6811,True,0.71
C000038355,0.4261,False,0.71
C000032435,0.5577,True,0.71
C000018802,0.6876,True,0.71
C000031880,0.6656,True,0.71
C000018313,0.209,False,0.71
C000014434,0.4915,False,0.71
C000035180,0.2323,False,0.71
C000008117,0.823,True,0.71
C000025733,0.5903,True,0.71
C000037353,0.1664,False,0.71
C000026115,0.4587,False,0.71
C000032300,0.4048,False,0.71
C000032578,0.5391,False,0.71
C000033509,0.6638,True,0.71
C000031649,0.7204,True,0.71
C000004608,0.591,True,0.71
C000039562,0.7602,True,0.71
C000018105,0.5022,False,0.71
C000027944,0.6009,True,0.71
C000014705,0.644,True,0.71
C000014876,0.4008,False,0.71
C000012746,0.6266,True,0.71
C000026544,0.5777,True,0.71
C000011862,0.4991,False,0.71
C000019718,0.3906,False,0.71
C000028241,0.2067,False,0.71
C000005523,0.3486,False,0.71
C000021754,0.5569,True,0.71
C000035576,0.3212,False,0.71
C000017836,0.4873,False,0.71
C000022450,0.4409,False,0.71
C000011263,0.4794,False,0.71
C000003043,0.5427,False,0.71
C000008766,0.7568,True,0.71
C000038731,0.6111,True,0.71
C000021826,0.8653,True,0.71
C000022362,0.4127,False,0.71
C000000833,0.5076,False,0.71
C000021845,0.5301,False,0.71
C000034469,0.8917,True,0.71
C000002600,0.5204,False,0.71
C000016980,0.609,True,0.71
C000023376,0.4702,False,0.71
C000023094,0.2909,False,0.71
C000023208,0.4645,False,0.71
C000037890,0.8125,True,0.71
C000026644,0.6639,True,0.71
C000003363,0.2797,False,0.71
C000035802,0.4633,False,0.71
C000016227,0.6265,True,0.71
C000017579,0.6062,True,0.71
C000023848,0.4786,False,0.71
C000029024,0.5388,False,0.71
C000021049,0.5039,False,0.71
C000031829,0.5732,True,0.71
C000025954,0.5419,False,0.71
C000019681,0.6532,True,0.71
C000017211,0.6127,True,0.71
C000016609,0.5548,True,0.71
C000025772,0.7402,True,0.71
C000010782,0.4202,False,0.71
C000021857,0.3125,False,0.71
C000010886,0.4717,False,0.71
C000013112,0.524,False,0.71
C000005452,0.7224,True,0.71
C000029629,0.5579,True,0.71
C000013600,0.1073,False,0.71
C000007712,0.4762,False,0.71
C000003532,0.228,False,0.71
C000019396,0.421,False,0.71
C000005624,0.5443,False,0.71
C000025431,0.7416,True,0.71
C000012503,0.6269,True,0.71
C000009979,0.2789,False,0.71
C000014804,0.7183,True,0.71
C000013486,0.2174,False,0.71
C000037350,0.5514,True,0.71
C000024891,0.9353,True,0.71
C000002017,0.4916,False,0.71
C000016358,0.8648,True,0.71
C000024466,0.7472,True,0.71
C000001404,0.7372,True,0.71
C000015509,0.9133,True,0.71
C000025179,0.2774,False,0.71
C000002906,0.738,True,0.71
C000017499,0.4751,False,0.71
C000007498,0.3601,False,0.71
C000033837,0.2885,False,0.71
C000023871,0.4893,False,0.71
C000016597,0.3754,False,0.71
C000022389,0.6357,True,0.71
C000021235,0.3783,False,0.71
C000029849,0.9379,True,0.71
C000025853,0.1952,False,0.71
C000033759,0.6408,True,0.71
C000027072,0.0838,False,0.71
C000014516,0.722,True,0.71
C000011997,0.6778,True,0.71
C000026835,0.789,True,0.71
C000027275,0.4561,False,0.71
C000001991,0.7046,True,0.71
C000012106,0.6133,True,0.71
C000023782,0.7176,True,0.71
C000036262,0.5884,True,0.71
C000023076,0.3509,False,0.71
C000015886,0.4124,False,0.71
C000039088,0.7239,True,0.71
C000021862,0.2047,False,0.71
C000029359,0.5527,True,0.71
C000037999,0.297,False,0.71
C000020927,0.6664,True,0.71
C000009672,0.4903,False,0.71
C000013441,0.5492,False,0.71
C000005522,0.3631,False,0.71
C000002381,0.7141,True,0.71
C000029509,0.4736,False,0.71
C000036838,0.2561,False,0.71
C000037256,0.302,False,0.71
C000020390,0.3512,False,0.71
C000019556,0.7237,True,0.71
C000020659,0.3228,False,0.71
C000036459,0.4067,False,0.71
C000026137,0.5098,False,0.71
C000010689,0.5812,True,0.71
C000032255,0.548,False,0.71
C000030709,0.3415,False,0.71
C000012862,0.7531,True,0.71
C000015396,0.3786,False,0.71
C000011277,0.4702,False,0.71
C000014935,0.4473,False,0.71
C000012835,0.2728,False,0.71
C000030648,0.6873,True,0.71
C000008404,0.2216,False,0.71
C000006672,0.4995,False,0.71
C000027526,0.4503,False,0.71
C000004870,0.2876,False,0.71
C000028573,0.2901,False,0.71
C000035915,0.6467,True,0.71
C000017821,0.8165,True,0.71
C000011329,0.5825,True,0.71
C000039287,0.5199,False,0.71
C000014069,0.8421,True,0.71
C000003170,0.364,False,0.71
C000017130,0.6198,True,0.71
C000005599,0.633,True,0.71
C000023724,0.6331,True,0.71
C000006344,0.3159,False,0.71
C000023014,0.5271,False,0.71
C000012051,0.5532,True,0.71
C000033893,0.6522,True,0.71
C000009722,0.497,False,0.71
C000016626,0.3161,False,0.71
C000022372,0.7274,True,0.71
C000028591,0.6101,True,0.71
C000023010,0.8807,True,0.71
C000005889,0.7153,True,0.71
C000011160,0.4704,False,0.71
C000014650,0.3125,False,0.71
C000009212,0.5663,True,0.71
C000005778,0.4541,False,0.71
C000018062,0.5747,True,0.71
C000024042,0.5583,True,0.71
C000002595,0.4602,False,0.71
C000004857,0.3974,False,0.71
C000011474,0.4273,False,0.71
C000036591,0.385,False,0.71
C000033496,0.7076,True,0.71
C000013273,0.3868,False,0.71
C000016592,0.3783,False,0.71
C000036132,0.4891,False,0.71
C000014597,0.366,False,0.71
C000017815,0.5203,False,0.71
C000001456,1.0,True,0.71
C000019763,0.6722,True,0.71
C000012163,0.6065,True,0.71
C000018553,0.5896,True,0.71
C000009341,0.315,False,0.71
C000015271,0.8231,True,0.71
C000016434,0.4988,False,0.71
C000027728,0.6724,True,0.71
C000012568,0.4149,False,0.71
C000037490,0.2123,False,0.71
C000038849,1.0,True,0.71
C000013931,0.4927,False,0.71
C000025680,1.0,True,0.71
C000019140,0.3669,False,0.71
C000032129,0.4267,False,0.71
C000006801,0.8591,True,0.71
C000002517,0.1719,False,0.71
C000035228,0.6033,True,0.71
C000037874,0.5445,False,0.71
C000004896,0.7617,True,0.71
C000008849,0.3283,False,0.71
C000022013,0.2765,False,0.71
C000011445,0.2934,False,0.71
C000023411,0.8226,True,0.71
C000001276,0.2988,False,0.71
C000038713,0.5694,True,0.71
C000013510,0.1449,False,0.71
C000030076,0.5261,False,0.71
C000020476,0.8448,True,0.71
C000022093,0.2739,False,0.71
C000036755,0.5963,True,0.71
C000016356,0.6665,True,0.71
C000034746,0.6245,True,0.71
C000038317,0.7202,True,0.71
C000029996,0.5577,True,0.71
C000006055,0.2696,False,0.71
C000020261,0.4432,False,0.71
C000010907,0.4512,False,0.71
C000014802,0.6222,True,0.71
C000032957,0.5264,False,0.71
C000008801,0.4297,False,0.71
C000029578,0.4898,False,0.71
C000034464,0.4915,False,0.71
C000039431,0.4713,False,0.71
C000031475,0.4484,False,0.71
C000030664,0.748,True,0.71
C000009279,0.7226,True,0.71
C000021961,0.5058,False,0.71
C000011523,0.6062,True,0.71
C000009679,0.6035,True,0.71
C000008083,0.4579,False,0.71
C000010450,0.7437,True,0.71
C000039995,0.7448,True,0.71
C000009085,0.629,True,0.71
C000026886,0.8986,True,0.71
C000004625,0.5009,False,0.71
C000009968,0.5613,True,0.71
C000035395,0.7638,True,0.71
C000032186,0.4538,False,0.71
C000031969,0.1765,False,0.71
C000033851,0.5116,False,0.71
C000034868,0.6043,True,0.71
C000010314,0.3116,False,0.71
C000005240,0.7144,True,0.71
C000034601,0.4879,False,0.71
C000036970,0.4065,False,0.71
C000008915,0.7219,True,0.71
C000015020,0.3643,False,0.71
C000001596,0.1839,False,0.71
C000001433,0.3701,False,0.71
C000011668,0.636,True,0.71
C000006882,0.8394,True,0.71
C000021086,0.9875,True,0.71
C000031480,0.5644,True,0.71
C000021051,0.307,False,0.71
C000014219,0.6503,True,0.71
C000039127,0.3726,False,0.71
C000034177,0.4693,False,0.71
C000037916,0.4865,False,0.71
C000000453,0.234,False,0.71
C000009158,0.7351,True,0.71
C000033568,0.6326,True,0.71
C000019352,0.5972,True,0.71
C000039100,0.6707,True,0.71
C000019434,0.6229,True,0.71
C000031195,1.0,True,0.71
C000031383,0.769,True,0.71
C000009675,0.1536,False,0.71
C000002922,0.4673,False,0.71
C000036176,0.6906,True,0.71
C000021929,0.2269,False,0.71
C000011099,0.5709,True,0.71
C000005177,0.7696,True,0.71
C000006713,0.0,False,0.71
C000024132,0.8306,True,0.71
C000000102,0.3116,False,0.71
C000013419,0.5164,False,0.71
C000031775,0.3286,False,0.71
C000006407,0.2504,False,0.71
C000033390,0.7183,True,0.71
C000019292,0.4041,False,0.71
C000039158,0.6225,True,0.71
C000003281,0.5159,False,0.71
C000014283,0.4573,False,0.71
C000020407,0.5274,False,0.71
C000013962,0.4844,False,0.71
C000039483,0.3912,False,0.71
C000016544,0.7651,True,0.71
C000005167,0.3002,False,0.71
C000035346,0.445,False,0.71
C000006577,0.2264,False,0.71
C000003277,0.5414,False,0.71
C000013021,0.4766,False,0.71
C000032303,0.7953,True,0.71
C000023165,0.2788,False,0.71
C000017110,0.4342,False,0.71
C000013862,0.5912,True,0.71
C000035684,0.5824,True,0.71
C000007115,0.3635,False,0.71
C000025919,0.9447,True,0.71
C000004529,0.6758,True,0.71
C000012169,0.4688,False,0.71
C000039436,0.7432,True,0.71
C000027751,0.3688,False,0.71
C000009428,0.8154,True,0.71
C000031539,0.2812,False,0.71
C000025419,0.7139,True,0.71
C000025937,0.8109,True,0.71
C000018751,0.3169,False,0.71
C000001755,0.5821,True,0.71
C000018486,0.5709,True,0.71
C000015490,0.5476,False,0.71
C000030693,0.6485,True,0.71
C000012704,0.409,False,0.71
C000039737,0.6905,True,0.71
C000012069,0.5995,True,0.71
C000025922,0.4109,False,0.71
C000005757,0.3926,False,0.71
C000003062,0.4132,False,0.71
C000017483,0.5791,True,0.71
C000032051,0.7958,True,0.71
C000000083,0.4302,False,0.71
C000032267,0.6508,True,0.71
C000022500,0.593,True,0.71
C000027154,0.5902,True,0.71
C000011290,0.5602,True,0.71
C000002912,0.6688,True,0.71
C000035150,0.5886,True,0.71
C000000858,0.4647,False,0.71
C000018941,0.3947,False,0.71
C000030646,0.4701,False,0.71
C000002708,0.4602,False,0.71
C000014748,0.3609,False,0.71
C000019621,0.4616,False,0.71
C000013916,0.3308,False,0.71
C000015713,0.8115,True,0.71
C000002655,0.5704,True,0.71
C000005088,0.522,False,0.71
C000003575,0.366,False,0.71
C000024370,0.8135,True,0.71
C000018173,0.2664,False,0.71
C000027716,0.5252,False,0.71
C000020624,0.3101,False,0.71
C000020293,0.3834,False,0.71
C000010578,0.6492,True,0.71
C000011821,0.0714,False,0.71
C000022627,0.6498,True,0.71
C000029325,0.3996,False,0.71
C000012150,0.4038,False,0.71
C000026672,0.5016,False,0.71
C000039544,0.3273,False,0.71
C000025724,0.1728,False,0.71
C000013006,0.6284,True,0.71
C000034297,0.4683,False,0.71
C000029531,0.534,False,0.71
C000027349,0.8667,True,0.71
C000012664,0.404,False,0.71
C000003666,0.5545,True,0.71
C000034019,0.8549,True,0.71
C000013140,0.5834,True,0.71
C000009551,0.4292,False,0.71
C000018220,0.6872,True,0.71
C000035522,0.2748,False,0.71
C000031295,0.7344,True,0.71
C000027536,0.702,True,0.71
C000027033,0.5597,True,0.71
C000033457,0.5782,True,0.71
C000011146,0.5592,True,0.71
C000025650,0.2013,False,0.71
C000028916,0.4415,False,0.71
C000027229,0.4308,False,0.71
C000035633,0.3402,False,0.71
C000017868,0.5534,True,0.71
C000003234,0.5242,False,0.71
C000014297,0.4802,False,0.71
C000039675,0.1626,False,0.71
C000006342,0.8794,True,0.71
C000036646,0.4617,False,0.71
C000034317,0.6803,True,0.71
C000034881,0.5418,False,0.71
C000028377,0.5085,False,0.71
C000009076,0.407,False,0.71
C000026477,0.2047,False,0.71
C000031012,0.4352,False,0.71
C000023004,0.6767,True,0.71
C000030137,0.5393,False,0.71
C000031053,0.3434,False,0.71
C000036244,0.6742,True,0.71
C000008077,0.5295,False,0.71
C000015749,0.8121,True,0.71
C000011785,0.6637,True,0.71
C000010406,0.5383,False,0.71
C000017090,0.6563,True,0.71
C000036760,0.2772,False,0.71
C000010070,0.2557,False,0.71
C000016462,0.7341,True,0.71
C000013388,0.2616,False,0.71
C000014442,0.701,True,0.71
C000013331,0.1518,False,0.71
C000030240,0.8398,True,0.71
C000026037,0.7139,True,0.71
C000025099,0.9766,True,0.71
C000030382,0.7966,True,0.71
C000012814,0.4958,False,0.71
C000008112,0.3393,False,0.71
C000017695,0.257,False,0.71
C000037384,0.846,True,0.71
C000007559,0.2521,False,0.71
C000028614,0.1978,False,0.71
C000004904,0.6086,True,0.71
C000000435,0.2204,False,0.71
C000024360,0.2967,False,0.71
C000032259,0.4933,False,0.71
C000029783,0.489,False,0.71
C000019940,0.7832,True,0.71
C000004636,0.5243,False,0.71
C000004706,0.6647,True,0.71
C000038919,0.2881,False,0.71
C000005359,0.7031,True,0.71
C000010653,0.4169,False,0.71
C000006190,0.2773,False,0.71
C000015783,0.5865,True,0.71
C000032460,0.6893,True,0.71
C000010230,0.7507,True,0.71
C000013435,0.6093,True,0.71
C000039611,0.4041,False,0.71
C000030368,0.4415,False,0.71
C000029495,0.2257,False,0.71
C000036137,0.4797,False,0.71
C000023041,0.4004,False,0.71
C000011435,0.9177,True,0.71
C000000643,0.6255,True,0.71
C000037010,0.4079,False,0.71
C000028191,0.7161,True,0.71
C000020365,0.3008,False,0.71
C000028969,0.8169,True,0.71
C000018647,0.2407,False,0.71
C000036946,0.4394,False,0.71
C000006662,0.5883,True,0.71
C000028497,0.6217,True,0.71
C000034386,0.622,True,0.71
C000023102,0.3851,False,0.71
C000037152,0.8299,True,0.71
C000031729,0.4731,False,0.71
C000014041,0.8439,True,0.71
C000023583,0.4605,False,0.71
C000035487,0.2591,False,0.71
C000021853,0.5884,True,0.71
C000033123,0.2799,False,0.71
C000036377,0.3466,False,0.71
C000025573,0.3427,False,0.71
C000008426,0.6112,True,0.71
C000039302,0.4913,False,0.71
C000024251,0.3857,False,0.71
C000032636,0.3808,False,0.71
C000014553,0.4124,False,0.71
C000013827,0.1433,False,0.71
C000031461,0.5571,True,0.71
C000017026,0.523,False,0.71
C000036096,0.6267,True,0.71
C000012075,0.486,False,0.71
C000005250,0.4028,False,0.71
C000000235,0.6415,True,0.71
C000007950,0.7287,True,0.71
C000031342,0.4425,False,0.71
C000036979,0.7813,True,0.71
C000014160,0.7665,True,0.71
C000034290,0.513,False,0.71
C000002329,0.706,True,0.71
C000007594,0.6163,True,0.71
C000011999,0.5861,True,0.71
C000011740,0.2263,False,0.71
C000035124,0.429,False,0.71
C000009105,0.4784,False,0.71
C000002596,0.5031,False,0.71
C000017291,0.1079,False,0.71
C000021203,0.1957,False,0.71
C000028255,0.6486,True,0.71
C000013660,0.3229,False,0.71
C000012873,1.0,True,0.71
C000036001,0.6172,True,0.71
C000020789,0.3061,False,0.71
C000020051,0.3743,False,0.71
C000029255,0.3209,False,0.71
C000018953,0.592,True,0.71
C000022072,0.2117,False,0.71
C000021254,0.7119,True,0.71
C000002682,0.5372,False,0.71
C000012486,0.4896,False,0.71
C000038920,0.6065,True,0.71
C000035993,0.5651,True,0.71
C000032828,0.3132,False,0.71
C000027790,0.1502,False,0.71
C000004454,0.4311,False,0.71
C000033612,0.1792,False,0.71
C000029779,0.4351,False,0.71
C000019216,0.9643,True,0.71
C000016260,0.6711,True,0.71
C000004069,0.7703,True,0.71
C000032611,0.2404,False,0.71
C000038544,0.4035,False,0.71
C000031041,0.6778,True,0.71
C000013517,0.1593,False,0.71
C000001548,0.7639,True,0.71
C000002341,0.243,False,0.71
C000011900,0.6638,True,0.71
C000015087,0.4613,False,0.71
C000021302,0.5802,True,0.71
C000011532,0.6785,True,0.71
C000039650,0.5664,True,0.71
C000008654,0.4558,False,0.71
C000039297,0.5689,True,0.71
C000012560,0.1978,False,0.71
C000010096,0.7515,True,0.71
C000021476,0.2072,False,0.71
C000017372,0.5996,True,0.71
C000031379,0.8731,True,0.71
C000013571,0.512,False,0.71
C000000253,0.6551,True,0.71
C000010573,0.2378,False,0.71
C000021408,0.8697,True,0.71
C000029594,0.7319,True,0.71
C000005118,0.4622,False,0.71
C000020394,0.4111,False,0.71
C000035146,0.6513,True,0.71
C000009663,0.5438,False,0.71
C000022561,0.7946,True,0.71
C000029232,0.4166,False,0.71
C000007675,0.861,True,0.71
C000039057,0.3745,False,0.71
C000029190,0.4742,False,0.71
C000026680,0.6739,True,0.71
C000008197,0.6227,True,0.71
C000029392,0.2348,False,0.71
C000028663,0.6385,True,0.71
C000012934,0.3182,False,0.71
C000009924,0.2757,False,0.71
C000009316,0.4913,False,0.71
C000018053,0.2772,False,0.71
C000035251,0.8875,True,0.71
C000015258,0.4674,False,0.71
C000008795,0.6641,True,0.71
C000029087,0.3872,False,0.71
C000012548,0.805,True,0.71
C000000075,0.4049,False,0.71
C000001793,0.5708,True,0.71
C000026942,0.419,False,0.71
C000011422,0.8887,True,0.71
C000007312,0.4019,False,0.71
C000004745,0.6485,True,0.71
C000028996,0.0346,False,0.71
C000033931,0.2812,False,0.71
C000014769,0.4084,False,0.71
C000017702,0.1151,False,0.71
C000012885,0.6823,True,0.71
C000014970,0.6462,True,0.71
C000009153,0.3864,False,0.71
C000004986,0.3472,False,0.71
C000037511,0.7708,True,0.71
C000037254,0.8681,True,0.71
C000012369,0.3272,False,0.71
C000030444,0.2842,False,0.71
C000021873,0.6767,True,0.71
C000035905,0.5409,False,0.71
C000003398,0.37,False,0.71
C000008503,0.6877,True,0.71
C000035938,0.7211,True,0.71
C000011626,0.3011,False,0.71
C000022946,0.2689,False,0.71
C000010818,0.635,True,0.71
C000008714,0.3653,False,0.71
C000020778,0.5283,False,0.71
C000031075,0.3879,False,0.71
C000038080,0.1462,False,0.71
C000034388,0.6486,True,0.71
C000015684,0.6321,True,0.71
C000034204,0.8911,True,0.71
C000028120,0.4578,False,0.71
C000022135,0.4609,False,0.71
C000014676,0.3718,False,0.71
C000027972,0.4572,False,0.71
C000019210,0.318,False,0.71
C000035353,0.5098,False,0.71
C000025851,0.3886,False,0.71
C000013818,0.4532,False,0.71
C000025675,0.4656,False,0.71
C000015027,0.3907,False,0.71
C000019514,0.4318,False,0.71
C000022225,0.3351,False,0.71
C000028168,0.6599,True,0.71
C000037574,0.1776,False,0.71
C000019504,0.5236,False,0.71
C000018171,0.4452,False,0.71
C000010400,0.8266,True,0.71
C000023224,0.6518,True,0.71
C000000908,0.9079,True,0.71
C000028934,0.4422,False,0.71
C000014358,0.5449,False,0.71
C000006023,0.4974,False,0.71
C000016210,0.5119,False,0.71
C000015705,0.5796,True,0.71
C000034729,0.337,False,0.71
C000015101,0.5703,True,0.71
C000009151,0.6361,True,0.71
C000026316,0.2537,False,0.71
C000034100,0.3457,False,0.71
C000033957,0.2904,False,0.71
C000009389,0.7879,True,0.71
C000026531,0.5794,True,0.71
C000027383,0.2968,False,0.71
C000005425,0.519,False,0.71
C000009480,0.5438,False,0.71
C000024094,0.6943,True,0.71
C000025413,0.8592,True,0.71
C000008041,0.5687,True,0.71
C000008634,0.8447,True,0.71
C000029043,0.6588,True,0.71
C000026024,0.78,True,0.71
C000037264,0.3279,False,0.71
C000000692,0.4737,False,0.71
C000009091,0.7712,True,0.71
C000019370,0.5162,False,0.71
C000038287,0.6814,True,0.71
C000003502,0.5213,False,0.71
C000011727,0.2812,False,0.71
C000022562,0.3666,False,0.71
C000035020,0.8258,True,0.71
C000030135,0.3166,False,0.71
C000039026,0.5336,False,0.71
C000012924,0.4352,False,0.71
C000009845,0.2547,False,0.71
C000024900,0.8648,True,0.71
C000033269,0.3364,False,0.71
C000022125,0.4527,False,0.71
C000018017,0.1827,False,0.71
C000022487,0.7323,True,0.71
C000028393,0.5023,False,0.71
C000032808,0.4124,False,0.71
C000008299,0.4615,False,0.71
C000000251,0.5273,False,0.71
C000008159,0.5489,False,0.71
C000000628,0.5266,False,0.71
C000005119,0.7992,True,0.71
C000014199,0.4032,False,0.71
C000013953,0.4384,False,0.71
C000031094,0.6811,True,0.71
C000024757,0.8148,True,0.71
C000015833,0.2632,False,0.71
C000020766,0.516,False,0.71
C000017161,0.5261,False,0.71
C000003732,0.582,True,0.71
C000015898,0.7679,True,0.71
C000004405,0.4527,False,0.71
C000008605,0.4506,False,0.71
C000030749,0.2067,False,0.71
C000002837,0.5097,False,0.71
C000020284,0.2014,False,0.71
C000000399,0.3487,False,0.71
C000037486,0.5224,False,0.71
C000025342,0.4168,False,0.71
C000030479,0.1354,False,0.71
C000025082,0.7121,True,0.71
C000023243,0.4754,False,0.71
C000030675,0.7503,True,0.71
C000021005,0.3959,False,0.71
C000038562,0.6476,True,0.71
C000018891,0.3397,False,0.71
C000036154,0.5683,True,0.71
C000026333,0.3839,False,0.71
C000033679,0.1353,False,0.71
C000015778,0.673,True,0.71
C000031040,0.3643,False,0.71
C000026028,0.4445,False,0.71
C000032973,0.6528,True,0.71
C000014848,0.3823,False,0.71
C000003681,0.5329,False,0.71
C000022822,0.2889,False,0.71
C000003880,0.7851,True,0.71
C000015990,0.658,True,0.71
C000015173,0.7547,True,0.71
C000011603,0.5434,False,0.71
C000000567,0.6312,True,0.71
C000003894,0.2259,False,0.71
C000026746,0.3437,False,0.71
C000026791,0.2782,False,0.71
C000017827,0.5194,False,0.71
C000001441,0.6735,True,0.71
C000021762,0.2395,False,0.71
C000027366,0.842,True,0.71
C000006072,0.4535,False,0.71
C000027206,0.3536,False,0.71
C000035286,0.2004,False,0.71
C000028028,0.6961,True,0.71
C000008288,0.4489,False,0.71
C000014541,0.1177,False,0.71
C000019803,0.8077,True,0.71
C000015900,0.4694,False,0.71
C000011470,0.4205,False,0.71
C000022576,0.5504,True,0.71
C000008437,0.4951,False,0.71
C000010528,0.5746,True,0.71
C000019285,0.6637,True,0.71
C000030910,0.3328,False,0.71
C000029801,0.495,False,0.71
C000026086,0.4626,False,0.71
C000036332,0.3665,False,0.71
C000012136,0.6163,True,0.71
C000000733,0.3922,False,0.71
C000039012,0.5208,False,0.71
C000014891,0.4807,False,0.71
C000004276,0.5849,True,0.71
C000002840,0.6102,True,0.71
C000014482,0.6399,True,0.71
C000007840,0.4775,False,0.71
C000006681,0.4417,False,0.71
C000002863,0.6272,True,0.71
C000002342,0.6338,True,0.71
C000017079,0.5904,True,0.71
C000005641,0.1928,False,0.71
C000030615,0.3976,False,0.71
C000007124,0.7219,True,0.71
C000036234,0.5684,True,0.71
C000006945,0.298,False,0.71
C000010986,0.1987,False,0.71
C000017510,0.5765,True,0.71
C000018588,0.8529,True,0.71
C000004024,0.4755,False,0.71
C000029027,0.3024,False,0.71
C000021626,0.3656,False,0.71
C000009953,0.7336,True,0.71
C000038633,0.5643,True,0.71
C000008479,0.3341,False,0.71
C000014146,1.0,True,0.71
C000016359,0.6149,True,0.71
C000008040,0.305,False,0.71
C000014972,0.9026,True,0.71
C000019312,0.4726,False,0.71
C000031504,0.343,False,0.71
C000023000,0.3069,False,0.71
C000020223,0.2847,False,0.71
C000032699,0.5502,True,0.71
C000019323,0.2647,False,0.71
C000004532,0.2046,False,0.71
C000004867,0.5262,False,0.71
C000031005,0.3242,False,0.71
C000023296,0.5591,True,0.71
C000037616,0.65,True,0.71
C000027844,0.778,True,0.71
C000016921,0.4308,False,0.71
C000018673,0.4888,False,0.71
C000028132,0.66,True,0.71
C000024524,0.5665,True,0.71
C000002054,0.3654,False,0.71
C000015339,0.6451,True,0.71
C000020198,0.5138,False,0.71
C000033199,0.6999,True,0.71
C000013656,1.0,True,0.71
C000006250,0.8253,True,0.71
C000001362,0.4516,False,0.71
C000034340,0.3741,False,0.71
C000037748,0.4137,False,0.71
C000025315,0.3551,False,0.71
C000018075,0.7008,True,0.71
C000023382,0.4788,False,0.71
C000007576,0.5799,True,0.71
C000014300,0.7413,True,0.71
C000017268,0.3688,False,0.71
C000010870,0.2984,False,0.71
C000023157,0.2123,False,0.71
C000031796,0.5844,True,0.71
C000028135,0.1876,False,0.71
C000024976,0.3067,False,0.71
C000028296,0.3221,False,0.71
C000013867,0.2155,False,0.71
C000039444,0.5105,False,0.71
C000016532,0.7896,True,0.71
C000014077,0.3926,False,0.71
