dimension,group,metric,estimate,lower,upper,rows,service_clusters,interval_method,inferential_status,validity,quantity_status,estimate_number_id,lower_number_id,upper_number_id,rows_number_id,service_clusters_number_id
service,A-URO,specificity,0.9434464404524284,,,1694,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0070-ESTIMATE,,,N-MODEL-SUBGROUPS-0070-ROWS,N-MODEL-SUBGROUPS-0070-SERVICE_CLUSTERS
service,A-URO,brier,0.2775981780283353,,,1694,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0071-ESTIMATE,,,N-MODEL-SUBGROUPS-0071-ROWS,N-MODEL-SUBGROUPS-0071-SERVICE_CLUSTERS
service,A-URO,net_benefit,-0.08186789287267757,,,1694,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0072-ESTIMATE,,,N-MODEL-SUBGROUPS-0072-ROWS,N-MODEL-SUBGROUPS-0072-SERVICE_CLUSTERS
service,A-VASC,sensitivity,0.0,,,1522,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0073-ESTIMATE,,,N-MODEL-SUBGROUPS-0073-ROWS,N-MODEL-SUBGROUPS-0073-SERVICE_CLUSTERS
service,A-VASC,specificity,0.9963530269876003,,,1522,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0074-ESTIMATE,,,N-MODEL-SUBGROUPS-0074-ROWS,N-MODEL-SUBGROUPS-0074-SERVICE_CLUSTERS
service,A-VASC,brier,0.20370479251642576,,,1522,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0075-ESTIMATE,,,N-MODEL-SUBGROUPS-0075-ROWS,N-MODEL-SUBGROUPS-0075-SERVICE_CLUSTERS
service,A-VASC,net_benefit,-0.005359983401341724,,,1522,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0076-ESTIMATE,,,N-MODEL-SUBGROUPS-0076-ROWS,N-MODEL-SUBGROUPS-0076-SERVICE_CLUSTERS
service,B-CARD,sensitivity,0.0,,,1462,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0077-ESTIMATE,,,N-MODEL-SUBGROUPS-0077-ROWS,N-MODEL-SUBGROUPS-0077-SERVICE_CLUSTERS
service,B-CARD,specificity,0.9373549883990719,,,1462,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0078-ESTIMATE,,,N-MODEL-SUBGROUPS-0078-ROWS,N-MODEL-SUBGROUPS-0078-SERVICE_CLUSTERS
service,B-CARD,brier,0.2879851456087551,,,1462,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0079-ESTIMATE,,,N-MODEL-SUBGROUPS-0079-ROWS,N-MODEL-SUBGROUPS-0079-SERVICE_CLUSTERS
service,B-CARD,net_benefit,-0.0903952768377853,,,1462,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0080-ESTIMATE,,,N-MODEL-SUBGROUPS-0080-ROWS,N-MODEL-SUBGROUPS-0080-SERVICE_CLUSTERS
service,B-ENT,sensitivity,0.0,,,1369,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0081-ESTIMATE,,,N-MODEL-SUBGROUPS-0081-ROWS,N-MODEL-SUBGROUPS-0081-SERVICE_CLUSTERS
service,B-ENT,specificity,0.9368061485909479,,,1369,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0082-ESTIMATE,,,N-MODEL-SUBGROUPS-0082-ROWS,N-MODEL-SUBGROUPS-0082-SERVICE_CLUSTERS
service,B-ENT,brier,0.29845724735573415,,,1369,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0083-ESTIMATE,,,N-MODEL-SUBGROUPS-0083-ROWS,N-MODEL-SUBGROUPS-0083-SERVICE_CLUSTERS
service,B-ENT,net_benefit,-0.08819345661450925,,,1369,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0084-ESTIMATE,,,N-MODEL-SUBGROUPS-0084-ROWS,N-MODEL-SUBGROUPS-0084-SERVICE_CLUSTERS
service,B-GEN,sensitivity,0.0,,,1362,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0085-ESTIMATE,,,N-MODEL-SUBGROUPS-0085-ROWS,N-MODEL-SUBGROUPS-0085-SERVICE_CLUSTERS
service,B-GEN,specificity,0.9975103734439834,,,1362,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0086-ESTIMATE,,,N-MODEL-SUBGROUPS-0086-ROWS,N-MODEL-SUBGROUPS-0086-SERVICE_CLUSTERS
service,B-GEN,brier,0.214181493113069,,,1362,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0087-ESTIMATE,,,N-MODEL-SUBGROUPS-0087-ROWS,N-MODEL-SUBGROUPS-0087-SERVICE_CLUSTERS
service,B-GEN,net_benefit,-0.003593786227683747,,,1362,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0088-ESTIMATE,,,N-MODEL-SUBGROUPS-0088-ROWS,N-MODEL-SUBGROUPS-0088-SERVICE_CLUSTERS
service,B-GYN,sensitivity,0.0,,,1405,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0089-ESTIMATE,,,N-MODEL-SUBGROUPS-0089-ROWS,N-MODEL-SUBGROUPS-0089-SERVICE_CLUSTERS
service,B-GYN,specificity,0.9850039463299132,,,1405,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0090-ESTIMATE,,,N-MODEL-SUBGROUPS-0090-ROWS,N-MODEL-SUBGROUPS-0090-SERVICE_CLUSTERS
service,B-GYN,brier,0.2366641680142349,,,1405,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0091-ESTIMATE,,,N-MODEL-SUBGROUPS-0091-ROWS,N-MODEL-SUBGROUPS-0091-SERVICE_CLUSTERS
service,B-GYN,net_benefit,-0.02206405693950178,,,1405,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0092-ESTIMATE,,,N-MODEL-SUBGROUPS-0092-ROWS,N-MODEL-SUBGROUPS-0092-SERVICE_CLUSTERS
service,B-NEURO,sensitivity,0.0,,,1471,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0093-ESTIMATE,,,N-MODEL-SUBGROUPS-0093-ROWS,N-MODEL-SUBGROUPS-0093-SERVICE_CLUSTERS
service,B-NEURO,specificity,0.9728301886792453,,,1471,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0094-ESTIMATE,,,N-MODEL-SUBGROUPS-0094-ROWS,N-MODEL-SUBGROUPS-0094-SERVICE_CLUSTERS
service,B-NEURO,brier,0.24308335847042825,,,1471,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0095-ESTIMATE,,,N-MODEL-SUBGROUPS-0095-ROWS,N-MODEL-SUBGROUPS-0095-SERVICE_CLUSTERS
service,B-NEURO,net_benefit,-0.03992987226734409,,,1471,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0096-ESTIMATE,,,N-MODEL-SUBGROUPS-0096-ROWS,N-MODEL-SUBGROUPS-0096-SERVICE_CLUSTERS
service,B-OPHT,sensitivity,0.0,,,1391,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0097-ESTIMATE,,,N-MODEL-SUBGROUPS-0097-ROWS,N-MODEL-SUBGROUPS-0097-SERVICE_CLUSTERS
service,B-OPHT,specificity,0.9938366718027735,,,1391,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0098-ESTIMATE,,,N-MODEL-SUBGROUPS-0098-ROWS,N-MODEL-SUBGROUPS-0098-SERVICE_CLUSTERS
service,B-OPHT,brier,0.1949166790869878,,,1391,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0099-ESTIMATE,,,N-MODEL-SUBGROUPS-0099-ROWS,N-MODEL-SUBGROUPS-0099-SERVICE_CLUSTERS
service,B-OPHT,net_benefit,-0.009383631616784594,,,1391,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0100-ESTIMATE,,,N-MODEL-SUBGROUPS-0100-ROWS,N-MODEL-SUBGROUPS-0100-SERVICE_CLUSTERS
service,B-ORTH,sensitivity,0.0,,,1443,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0101-ESTIMATE,,,N-MODEL-SUBGROUPS-0101-ROWS,N-MODEL-SUBGROUPS-0101-SERVICE_CLUSTERS
service,B-ORTH,specificity,0.9183823529411764,,,1443,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0102-ESTIMATE,,,N-MODEL-SUBGROUPS-0102-ROWS,N-MODEL-SUBGROUPS-0102-SERVICE_CLUSTERS
service,B-ORTH,brier,0.2644890462092862,,,1443,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0103-ESTIMATE,,,N-MODEL-SUBGROUPS-0103-ROWS,N-MODEL-SUBGROUPS-0103-SERVICE_CLUSTERS
service,B-ORTH,net_benefit,-0.12550607287449392,,,1443,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0104-ESTIMATE,,,N-MODEL-SUBGROUPS-0104-ROWS,N-MODEL-SUBGROUPS-0104-SERVICE_CLUSTERS
service,B-PAED,sensitivity,0.0,,,1399,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0105-ESTIMATE,,,N-MODEL-SUBGROUPS-0105-ROWS,N-MODEL-SUBGROUPS-0105-SERVICE_CLUSTERS
service,B-PAED,specificity,0.9897879025923016,,,1399,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0106-ESTIMATE,,,N-MODEL-SUBGROUPS-0106-ROWS,N-MODEL-SUBGROUPS-0106-SERVICE_CLUSTERS
service,B-PAED,brier,0.21063987629735526,,,1399,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0107-ESTIMATE,,,N-MODEL-SUBGROUPS-0107-ROWS,N-MODEL-SUBGROUPS-0107-SERVICE_CLUSTERS
service,B-PAED,net_benefit,-0.01516120537225838,,,1399,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0108-ESTIMATE,,,N-MODEL-SUBGROUPS-0108-ROWS,N-MODEL-SUBGROUPS-0108-SERVICE_CLUSTERS
service,B-PLAS,sensitivity,0.0,,,1417,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0109-ESTIMATE,,,N-MODEL-SUBGROUPS-0109-ROWS,N-MODEL-SUBGROUPS-0109-SERVICE_CLUSTERS
service,B-PLAS,specificity,0.9151857835218093,,,1417,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0110-ESTIMATE,,,N-MODEL-SUBGROUPS-0110-ROWS,N-MODEL-SUBGROUPS-0110-SERVICE_CLUSTERS
service,B-PLAS,brier,0.297053267141849,,,1417,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0111-ESTIMATE,,,N-MODEL-SUBGROUPS-0111-ROWS,N-MODEL-SUBGROUPS-0111-SERVICE_CLUSTERS
service,B-PLAS,net_benefit,-0.12090034542955838,,,1417,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0112-ESTIMATE,,,N-MODEL-SUBGROUPS-0112-ROWS,N-MODEL-SUBGROUPS-0112-SERVICE_CLUSTERS
service,B-THOR,sensitivity,0.006134969325153374,,,1396,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0113-ESTIMATE,,,N-MODEL-SUBGROUPS-0113-ROWS,N-MODEL-SUBGROUPS-0113-SERVICE_CLUSTERS
service,B-THOR,specificity,0.8718572587185726,,,1396,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0114-ESTIMATE,,,N-MODEL-SUBGROUPS-0114-ROWS,N-MODEL-SUBGROUPS-0114-SERVICE_CLUSTERS
service,B-THOR,brier,0.31342171216332376,,,1396,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0115-ESTIMATE,,,N-MODEL-SUBGROUPS-0115-ROWS,N-MODEL-SUBGROUPS-0115-SERVICE_CLUSTERS
service,B-THOR,net_benefit,-0.1839466143869703,,,1396,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0116-ESTIMATE,,,N-MODEL-SUBGROUPS-0116-ROWS,N-MODEL-SUBGROUPS-0116-SERVICE_CLUSTERS
service,B-URO,sensitivity,0.0,,,1514,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0117-ESTIMATE,,,N-MODEL-SUBGROUPS-0117-ROWS,N-MODEL-SUBGROUPS-0117-SERVICE_CLUSTERS
service,B-URO,specificity,0.9948339483394834,,,1514,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0118-ESTIMATE,,,N-MODEL-SUBGROUPS-0118-ROWS,N-MODEL-SUBGROUPS-0118-SERVICE_CLUSTERS
service,B-URO,brier,0.21005630112285334,,,1514,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0119-ESTIMATE,,,N-MODEL-SUBGROUPS-0119-ROWS,N-MODEL-SUBGROUPS-0119-SERVICE_CLUSTERS
service,B-URO,net_benefit,-0.0075436278940415775,,,1514,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0120-ESTIMATE,,,N-MODEL-SUBGROUPS-0120-ROWS,N-MODEL-SUBGROUPS-0120-SERVICE_CLUSTERS
service,B-VASC,sensitivity,0.0,,,1423,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0121-ESTIMATE,,,N-MODEL-SUBGROUPS-0121-ROWS,N-MODEL-SUBGROUPS-0121-SERVICE_CLUSTERS
service,B-VASC,specificity,0.9349289454001496,,,1423,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0122-ESTIMATE,,,N-MODEL-SUBGROUPS-0122-ROWS,N-MODEL-SUBGROUPS-0122-SERVICE_CLUSTERS
service,B-VASC,brier,0.2561435440899508,,,1423,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0123-ESTIMATE,,,N-MODEL-SUBGROUPS-0123-ROWS,N-MODEL-SUBGROUPS-0123-SERVICE_CLUSTERS
service,B-VASC,net_benefit,-0.09975219144135813,,,1423,1,suppressed_fewer_than_five_service_clusters_or_twenty_episodes,suppressed,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-MODEL-SUBGROUPS-0124-ESTIMATE,,,N-MODEL-SUBGROUPS-0124-ROWS,N-MODEL-SUBGROUPS-0124-SERVICE_CLUSTERS
