site,service_code,week,cases,cancels,supplied_rate,supplied_alert,reconciled_rate,rate_reconciliation_error,seasonal_expected_rate,shrunk_rate,z_value,p_value,baseline_prior_weeks,baseline_available,baseline_rule,maturity_status,minimum_denominator_met,direction,q_value_by,candidate,persistent_breach,reproducible_alert,budget_suppressed,supplied_alert_reproduced,quantity_status,limitation,cases_number_id,cancels_number_id,supplied_rate_number_id,reconciled_rate_number_id,rate_reconciliation_error_number_id,baseline_prior_weeks_number_id,seasonal_expected_rate_number_id,shrunk_rate_number_id,z_value_number_id,p_value_number_id,q_value_by_number_id
B,B-OPHT,2025-08-25,32,2,0.0625,False,0.0625,0.0,,,,,4,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0114-CASES,N-MONITOR-REPLAY-0114-CANCELS,N-MONITOR-REPLAY-0114-SUPPLIED_RATE,N-MONITOR-REPLAY-0114-RECONCILED_RATE,N-MONITOR-REPLAY-0114-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0114-BASELINE_PRIOR_WEEKS,,,,,
B,B-ORTH,2025-08-25,34,2,0.0588,False,0.058823529411764705,2.3529411764706964e-05,,,,,4,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0115-CASES,N-MONITOR-REPLAY-0115-CANCELS,N-MONITOR-REPLAY-0115-SUPPLIED_RATE,N-MONITOR-REPLAY-0115-RECONCILED_RATE,N-MONITOR-REPLAY-0115-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0115-BASELINE_PRIOR_WEEKS,,,,,
B,B-PAED,2025-08-25,32,5,0.1562,False,0.15625,4.999999999999449e-05,,,,,4,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0116-CASES,N-MONITOR-REPLAY-0116-CANCELS,N-MONITOR-REPLAY-0116-SUPPLIED_RATE,N-MONITOR-REPLAY-0116-RECONCILED_RATE,N-MONITOR-REPLAY-0116-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0116-BASELINE_PRIOR_WEEKS,,,,,
B,B-PLAS,2025-08-25,42,7,0.1667,False,0.16666666666666666,3.333333333332966e-05,,,,,4,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0117-CASES,N-MONITOR-REPLAY-0117-CANCELS,N-MONITOR-REPLAY-0117-SUPPLIED_RATE,N-MONITOR-REPLAY-0117-RECONCILED_RATE,N-MONITOR-REPLAY-0117-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0117-BASELINE_PRIOR_WEEKS,,,,,
B,B-THOR,2025-08-25,27,2,0.0741,False,0.07407407407407407,2.592592592592924e-05,,,,,4,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0118-CASES,N-MONITOR-REPLAY-0118-CANCELS,N-MONITOR-REPLAY-0118-SUPPLIED_RATE,N-MONITOR-REPLAY-0118-RECONCILED_RATE,N-MONITOR-REPLAY-0118-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0118-BASELINE_PRIOR_WEEKS,,,,,
B,B-URO,2025-08-25,28,4,0.1429,False,0.14285714285714285,4.285714285715003e-05,,,,,4,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0119-CASES,N-MONITOR-REPLAY-0119-CANCELS,N-MONITOR-REPLAY-0119-SUPPLIED_RATE,N-MONITOR-REPLAY-0119-RECONCILED_RATE,N-MONITOR-REPLAY-0119-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0119-BASELINE_PRIOR_WEEKS,,,,,
B,B-VASC,2025-08-25,29,0,0.0,False,0.0,0.0,,,,,4,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0120-CASES,N-MONITOR-REPLAY-0120-CANCELS,N-MONITOR-REPLAY-0120-SUPPLIED_RATE,N-MONITOR-REPLAY-0120-RECONCILED_RATE,N-MONITOR-REPLAY-0120-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0120-BASELINE_PRIOR_WEEKS,,,,,
A,A-CARD,2025-09-01,45,6,0.1333,False,0.13333333333333333,3.333333333332966e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0121-CASES,N-MONITOR-REPLAY-0121-CANCELS,N-MONITOR-REPLAY-0121-SUPPLIED_RATE,N-MONITOR-REPLAY-0121-RECONCILED_RATE,N-MONITOR-REPLAY-0121-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0121-BASELINE_PRIOR_WEEKS,,,,,
A,A-ENT,2025-09-01,41,8,0.1951,False,0.1951219512195122,2.1951219512206244e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0122-CASES,N-MONITOR-REPLAY-0122-CANCELS,N-MONITOR-REPLAY-0122-SUPPLIED_RATE,N-MONITOR-REPLAY-0122-RECONCILED_RATE,N-MONITOR-REPLAY-0122-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0122-BASELINE_PRIOR_WEEKS,,,,,
A,A-GEN,2025-09-01,35,2,0.0571,False,0.05714285714285714,4.2857142857143093e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0123-CASES,N-MONITOR-REPLAY-0123-CANCELS,N-MONITOR-REPLAY-0123-SUPPLIED_RATE,N-MONITOR-REPLAY-0123-RECONCILED_RATE,N-MONITOR-REPLAY-0123-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0123-BASELINE_PRIOR_WEEKS,,,,,
A,A-GYN,2025-09-01,36,1,0.0278,False,0.027777777777777776,2.2222222222222088e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0124-CASES,N-MONITOR-REPLAY-0124-CANCELS,N-MONITOR-REPLAY-0124-SUPPLIED_RATE,N-MONITOR-REPLAY-0124-RECONCILED_RATE,N-MONITOR-REPLAY-0124-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0124-BASELINE_PRIOR_WEEKS,,,,,
A,A-NEURO,2025-09-01,39,5,0.1282,False,0.1282051282051282,5.128205128185348e-06,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0125-CASES,N-MONITOR-REPLAY-0125-CANCELS,N-MONITOR-REPLAY-0125-SUPPLIED_RATE,N-MONITOR-REPLAY-0125-RECONCILED_RATE,N-MONITOR-REPLAY-0125-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0125-BASELINE_PRIOR_WEEKS,,,,,
A,A-OPHT,2025-09-01,29,3,0.1034,False,0.10344827586206896,4.8275862068958286e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0126-CASES,N-MONITOR-REPLAY-0126-CANCELS,N-MONITOR-REPLAY-0126-SUPPLIED_RATE,N-MONITOR-REPLAY-0126-RECONCILED_RATE,N-MONITOR-REPLAY-0126-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0126-BASELINE_PRIOR_WEEKS,,,,,
A,A-ORTH,2025-09-01,34,5,0.1471,False,0.14705882352941177,4.117647058823892e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0127-CASES,N-MONITOR-REPLAY-0127-CANCELS,N-MONITOR-REPLAY-0127-SUPPLIED_RATE,N-MONITOR-REPLAY-0127-RECONCILED_RATE,N-MONITOR-REPLAY-0127-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0127-BASELINE_PRIOR_WEEKS,,,,,
A,A-PAED,2025-09-01,39,1,0.0256,False,0.02564102564102564,4.102564102563891e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0128-CASES,N-MONITOR-REPLAY-0128-CANCELS,N-MONITOR-REPLAY-0128-SUPPLIED_RATE,N-MONITOR-REPLAY-0128-RECONCILED_RATE,N-MONITOR-REPLAY-0128-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0128-BASELINE_PRIOR_WEEKS,,,,,
A,A-PLAS,2025-09-01,32,1,0.0312,False,0.03125,5.000000000000143e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0129-CASES,N-MONITOR-REPLAY-0129-CANCELS,N-MONITOR-REPLAY-0129-SUPPLIED_RATE,N-MONITOR-REPLAY-0129-RECONCILED_RATE,N-MONITOR-REPLAY-0129-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0129-BASELINE_PRIOR_WEEKS,,,,,
A,A-THOR,2025-09-01,33,3,0.0909,False,0.09090909090909091,9.090909090916921e-06,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0130-CASES,N-MONITOR-REPLAY-0130-CANCELS,N-MONITOR-REPLAY-0130-SUPPLIED_RATE,N-MONITOR-REPLAY-0130-RECONCILED_RATE,N-MONITOR-REPLAY-0130-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0130-BASELINE_PRIOR_WEEKS,,,,,
A,A-URO,2025-09-01,36,5,0.1389,False,0.1388888888888889,1.1111111111100636e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0131-CASES,N-MONITOR-REPLAY-0131-CANCELS,N-MONITOR-REPLAY-0131-SUPPLIED_RATE,N-MONITOR-REPLAY-0131-RECONCILED_RATE,N-MONITOR-REPLAY-0131-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0131-BASELINE_PRIOR_WEEKS,,,,,
A,A-VASC,2025-09-01,39,3,0.0769,False,0.07692307692307693,2.307692307693121e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0132-CASES,N-MONITOR-REPLAY-0132-CANCELS,N-MONITOR-REPLAY-0132-SUPPLIED_RATE,N-MONITOR-REPLAY-0132-RECONCILED_RATE,N-MONITOR-REPLAY-0132-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0132-BASELINE_PRIOR_WEEKS,,,,,
B,B-CARD,2025-09-01,34,3,0.0882,False,0.08823529411764706,3.5294117647063916e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0133-CASES,N-MONITOR-REPLAY-0133-CANCELS,N-MONITOR-REPLAY-0133-SUPPLIED_RATE,N-MONITOR-REPLAY-0133-RECONCILED_RATE,N-MONITOR-REPLAY-0133-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0133-BASELINE_PRIOR_WEEKS,,,,,
B,B-ENT,2025-09-01,29,1,0.0345,False,0.034482758620689655,1.7241379310348193e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0134-CASES,N-MONITOR-REPLAY-0134-CANCELS,N-MONITOR-REPLAY-0134-SUPPLIED_RATE,N-MONITOR-REPLAY-0134-RECONCILED_RATE,N-MONITOR-REPLAY-0134-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0134-BASELINE_PRIOR_WEEKS,,,,,
B,B-GEN,2025-09-01,24,4,0.1667,False,0.16666666666666666,3.333333333332966e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0135-CASES,N-MONITOR-REPLAY-0135-CANCELS,N-MONITOR-REPLAY-0135-SUPPLIED_RATE,N-MONITOR-REPLAY-0135-RECONCILED_RATE,N-MONITOR-REPLAY-0135-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0135-BASELINE_PRIOR_WEEKS,,,,,
B,B-GYN,2025-09-01,22,5,0.2273,True,0.22727272727272727,2.7272727272736885e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,False,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0136-CASES,N-MONITOR-REPLAY-0136-CANCELS,N-MONITOR-REPLAY-0136-SUPPLIED_RATE,N-MONITOR-REPLAY-0136-RECONCILED_RATE,N-MONITOR-REPLAY-0136-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0136-BASELINE_PRIOR_WEEKS,,,,,
B,B-NEURO,2025-09-01,32,3,0.0938,False,0.09375,4.999999999999449e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0137-CASES,N-MONITOR-REPLAY-0137-CANCELS,N-MONITOR-REPLAY-0137-SUPPLIED_RATE,N-MONITOR-REPLAY-0137-RECONCILED_RATE,N-MONITOR-REPLAY-0137-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0137-BASELINE_PRIOR_WEEKS,,,,,
B,B-OPHT,2025-09-01,25,2,0.08,False,0.08,0.0,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0138-CASES,N-MONITOR-REPLAY-0138-CANCELS,N-MONITOR-REPLAY-0138-SUPPLIED_RATE,N-MONITOR-REPLAY-0138-RECONCILED_RATE,N-MONITOR-REPLAY-0138-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0138-BASELINE_PRIOR_WEEKS,,,,,
B,B-ORTH,2025-09-01,24,0,0.0,False,0.0,0.0,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0139-CASES,N-MONITOR-REPLAY-0139-CANCELS,N-MONITOR-REPLAY-0139-SUPPLIED_RATE,N-MONITOR-REPLAY-0139-RECONCILED_RATE,N-MONITOR-REPLAY-0139-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0139-BASELINE_PRIOR_WEEKS,,,,,
B,B-PAED,2025-09-01,36,1,0.0278,False,0.027777777777777776,2.2222222222222088e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0140-CASES,N-MONITOR-REPLAY-0140-CANCELS,N-MONITOR-REPLAY-0140-SUPPLIED_RATE,N-MONITOR-REPLAY-0140-RECONCILED_RATE,N-MONITOR-REPLAY-0140-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0140-BASELINE_PRIOR_WEEKS,,,,,
B,B-PLAS,2025-09-01,30,2,0.0667,False,0.06666666666666667,3.333333333332966e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0141-CASES,N-MONITOR-REPLAY-0141-CANCELS,N-MONITOR-REPLAY-0141-SUPPLIED_RATE,N-MONITOR-REPLAY-0141-RECONCILED_RATE,N-MONITOR-REPLAY-0141-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0141-BASELINE_PRIOR_WEEKS,,,,,
B,B-THOR,2025-09-01,35,2,0.0571,False,0.05714285714285714,4.2857142857143093e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0142-CASES,N-MONITOR-REPLAY-0142-CANCELS,N-MONITOR-REPLAY-0142-SUPPLIED_RATE,N-MONITOR-REPLAY-0142-RECONCILED_RATE,N-MONITOR-REPLAY-0142-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0142-BASELINE_PRIOR_WEEKS,,,,,
B,B-URO,2025-09-01,31,3,0.0968,False,0.0967741935483871,2.580645161290307e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0143-CASES,N-MONITOR-REPLAY-0143-CANCELS,N-MONITOR-REPLAY-0143-SUPPLIED_RATE,N-MONITOR-REPLAY-0143-RECONCILED_RATE,N-MONITOR-REPLAY-0143-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0143-BASELINE_PRIOR_WEEKS,,,,,
B,B-VASC,2025-09-01,24,1,0.0417,False,0.041666666666666664,3.33333333333366e-05,,,,,5,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0144-CASES,N-MONITOR-REPLAY-0144-CANCELS,N-MONITOR-REPLAY-0144-SUPPLIED_RATE,N-MONITOR-REPLAY-0144-RECONCILED_RATE,N-MONITOR-REPLAY-0144-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0144-BASELINE_PRIOR_WEEKS,,,,,
A,A-CARD,2025-09-08,29,3,0.1034,False,0.10344827586206896,4.8275862068958286e-05,,,,,6,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0145-CASES,N-MONITOR-REPLAY-0145-CANCELS,N-MONITOR-REPLAY-0145-SUPPLIED_RATE,N-MONITOR-REPLAY-0145-RECONCILED_RATE,N-MONITOR-REPLAY-0145-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0145-BASELINE_PRIOR_WEEKS,,,,,
A,A-ENT,2025-09-08,31,2,0.0645,False,0.06451612903225806,1.612903225806095e-05,,,,,6,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0146-CASES,N-MONITOR-REPLAY-0146-CANCELS,N-MONITOR-REPLAY-0146-SUPPLIED_RATE,N-MONITOR-REPLAY-0146-RECONCILED_RATE,N-MONITOR-REPLAY-0146-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0146-BASELINE_PRIOR_WEEKS,,,,,
A,A-GEN,2025-09-08,33,3,0.0909,False,0.09090909090909091,9.090909090916921e-06,,,,,6,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0147-CASES,N-MONITOR-REPLAY-0147-CANCELS,N-MONITOR-REPLAY-0147-SUPPLIED_RATE,N-MONITOR-REPLAY-0147-RECONCILED_RATE,N-MONITOR-REPLAY-0147-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0147-BASELINE_PRIOR_WEEKS,,,,,
A,A-GYN,2025-09-08,37,4,0.1081,False,0.10810810810810811,8.108108108112466e-06,,,,,6,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0148-CASES,N-MONITOR-REPLAY-0148-CANCELS,N-MONITOR-REPLAY-0148-SUPPLIED_RATE,N-MONITOR-REPLAY-0148-RECONCILED_RATE,N-MONITOR-REPLAY-0148-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0148-BASELINE_PRIOR_WEEKS,,,,,
A,A-NEURO,2025-09-08,33,1,0.0303,False,0.030303030303030304,3.0303030303033274e-06,,,,,6,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0149-CASES,N-MONITOR-REPLAY-0149-CANCELS,N-MONITOR-REPLAY-0149-SUPPLIED_RATE,N-MONITOR-REPLAY-0149-RECONCILED_RATE,N-MONITOR-REPLAY-0149-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0149-BASELINE_PRIOR_WEEKS,,,,,
A,A-OPHT,2025-09-08,26,1,0.0385,False,0.038461538461538464,3.846153846153583e-05,,,,,6,False,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,none,,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0150-CASES,N-MONITOR-REPLAY-0150-CANCELS,N-MONITOR-REPLAY-0150-SUPPLIED_RATE,N-MONITOR-REPLAY-0150-RECONCILED_RATE,N-MONITOR-REPLAY-0150-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0150-BASELINE_PRIOR_WEEKS,,,,,
