context,strategy,threshold,net_benefit,rows,validity,quantity_status,threshold_number_id,net_benefit_number_id,rows_number_id
same_referral_day_only,treat_none,0.75,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0105-THRESHOLD,N-DECISION-CURVE-0105-NET_BENEFIT,N-DECISION-CURVE-0105-ROWS
same_referral_day_only,model,0.8,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0106-THRESHOLD,N-DECISION-CURVE-0106-NET_BENEFIT,N-DECISION-CURVE-0106-ROWS
same_referral_day_only,treat_all,0.8,-3.403675538656528,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0107-THRESHOLD,N-DECISION-CURVE-0107-NET_BENEFIT,N-DECISION-CURVE-0107-ROWS
same_referral_day_only,treat_none,0.8,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0108-THRESHOLD,N-DECISION-CURVE-0108-NET_BENEFIT,N-DECISION-CURVE-0108-ROWS
same_referral_day_only,model,0.85,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0109-THRESHOLD,N-DECISION-CURVE-0109-NET_BENEFIT,N-DECISION-CURVE-0109-ROWS
same_referral_day_only,treat_all,0.85,-4.8715673848753696,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0110-THRESHOLD,N-DECISION-CURVE-0110-NET_BENEFIT,N-DECISION-CURVE-0110-ROWS
same_referral_day_only,treat_none,0.85,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0111-THRESHOLD,N-DECISION-CURVE-0111-NET_BENEFIT,N-DECISION-CURVE-0111-ROWS
same_referral_day_only,model,0.9,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0112-THRESHOLD,N-DECISION-CURVE-0112-NET_BENEFIT,N-DECISION-CURVE-0112-ROWS
same_referral_day_only,treat_all,0.9,-7.807351077313056,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0113-THRESHOLD,N-DECISION-CURVE-0113-NET_BENEFIT,N-DECISION-CURVE-0113-ROWS
same_referral_day_only,treat_none,0.9,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0114-THRESHOLD,N-DECISION-CURVE-0114-NET_BENEFIT,N-DECISION-CURVE-0114-ROWS
